Freguesia,Year,Month,mean
Santa Clara,2015,4,66.02573671071458
Alvalade,2015,4,103.10138295316774
Penha de França,2015,4,81.3290640579539
Santo António,2015,4,122.58310623605293
Arroios,2015,4,113.6909181627377
Santa Maria Maior,2015,4,85.81266494650176
Campo de Ourique,2015,4,106.50340897577185
Alcântara,2015,4,64.75566632760645
Ajuda,2015,4,91.97072275262772
Belém,2015,4,65.56140802605621
São Domingos de Benfica,2015,4,102.45698071434384
Campolide,2015,4,118.81180911795133
Carnide,2015,4,97.29736873935823
São Vicente,2015,4,77.48444922686018
Estrela,2015,4,88.06284379155296
Lumiar,2015,5,112.46884729002991
Avenidas Novas,2015,5,126.86273278000321
Areeiro,2015,5,128.08301452343284
Beato,2015,5,65.27024736316
Benfica,2015,5,74.69142170512458
Misericórdia,2015,5,86.58572195387201
Parque das Nações,2015,5,81.20664408412074
Olivais,2015,5,110.58297146721387
Marvila,2015,5,89.93936293747564
Santa Clara,2015,5,75.44841048855984
Alvalade,2015,5,105.05387113980537
Penha de França,2015,5,79.14658466028561
Santo António,2015,5,125.22609430423037
Arroios,2015,5,110.95815728712451
Santa Maria Maior,2015,5,88.1077721537032
Campo de Ourique,2015,5,99.51595566068919
Alcântara,2015,5,67.88640304246633
Ajuda,2015,5,91.45169493026401
Belém,2015,5,64.75398341540841
São Domingos de Benfica,2015,5,104.64696812900713
Campolide,2015,5,113.77313136466034
Carnide,2015,5,111.64018098690204
São Vicente,2015,5,70.84100368730664
Estrela,2015,5,80.3013881705148
Lumiar,2015,6,111.26733993974037
Avenidas Novas,2015,6,139.8164736650095
Areeiro,2015,6,134.01761256291317
Beato,2015,6,65.76024534162306
Benfica,2015,6,72.71289188733566
Misericórdia,2015,6,89.67791408454148
Parque das Nações,2015,6,78.66982076768493
Olivais,2015,6,115.54610503161108
Marvila,2015,6,92.321172348052
Santa Clara,2015,6,75.15416348186356
Alvalade,2015,6,109.38012495425919
Penha de França,2015,6,80.65252363603578
Santo António,2015,6,137.90761079800794
Arroios,2015,6,116.35172508298888
Santa Maria Maior,2015,6,91.71956249261221
Campo de Ourique,2015,6,110.41189445662451
Alcântara,2015,6,69.52700269534748
Ajuda,2015,6,92.28039030360674
Belém,2015,6,65.80110655355433
São Domingos de Benfica,2015,6,109.90977616288144
Campolide,2015,6,130.66543533477272
Carnide,2015,6,111.87543646251103
São Vicente,2015,6,74.11016698808814
Estrela,2015,6,88.95117938280107
Lumiar,2015,7,117.26379837342648
Avenidas Novas,2015,7,142.84874648395478
Areeiro,2015,7,135.1057442298302
Beato,2015,7,68.91174476017225
Benfica,2015,7,74.07182940254062
Misericórdia,2015,7,91.48067505429732
Parque das Nações,2015,7,79.44819079875887
Olivais,2015,7,120.23325096514543
Marvila,2015,7,91.79634046721891
Santa Clara,2015,7,81.30681673585902
Alvalade,2015,7,109.55556893989433
Penha de França,2015,7,81.91632523021029
Santo António,2015,7,133.75325369677563
Arroios,2015,7,117.69526943946067
Santa Maria Maior,2015,7,90.31060616702956
Campo de Ourique,2015,7,111.26200427136887
Alcântara,2015,7,69.39870937731308
Ajuda,2015,7,96.32489754349452
Belém,2015,7,68.50957429726496
São Domingos de Benfica,2015,7,111.77602920385733
Campolide,2015,7,126.8424667635403
Carnide,2015,7,115.32016733157664
São Vicente,2015,7,70.47746342537216
Estrela,2015,7,86.91194727938516
Lumiar,2015,8,109.15054873440376
Avenidas Novas,2015,8,127.21162774023898
Areeiro,2015,8,124.23873883467455
Beato,2015,8,59.672403713883156
Benfica,2015,8,70.11528660274865
Misericórdia,2015,8,76.62499231446913
Parque das Nações,2015,8,65.52730503763551
Olivais,2015,8,91.56998731513394
Marvila,2015,8,78.32512075928109
Santa Clara,2015,8,76.14067869246287
Alvalade,2015,8,99.32236602096008
Penha de França,2015,8,74.7724888675268
Santo António,2015,8,126.38529846755301
Arroios,2015,8,111.8574131928673
Santa Maria Maior,2015,8,80.18809921737842
Campo de Ourique,2015,8,98.7512345452432
Alcântara,2015,8,61.741165924220766
Ajuda,2015,8,91.37481110425642
Belém,2015,8,63.35134001873847
São Domingos de Benfica,2015,8,104.1420743326987
Campolide,2015,8,118.61853023903825
Carnide,2015,8,111.01651458060857
São Vicente,2015,8,63.05465335418927
Estrela,2015,8,67.63432512869153
Lumiar,2015,9,104.43417251994079
Avenidas Novas,2015,9,131.42482294719537
Areeiro,2015,9,119.07104616311881
Beato,2015,9,60.50648350343008
Benfica,2015,9,69.20217493794411
Misericórdia,2015,9,82.82692585637915
Parque das Nações,2015,9,72.12848745854495
Olivais,2015,9,108.13695909330538
Marvila,2015,9,83.85414440240629
Santa Clara,2015,9,72.21006700120503
Alvalade,2015,9,103.52198787524901
Penha de França,2015,9,74.23275097746173
Santo António,2015,9,124.34425226120081
Arroios,2015,9,107.83613902720369
Santa Maria Maior,2015,9,82.01003301016083
Campo de Ourique,2015,9,104.62272625689953
Alcântara,2015,9,63.34887446943828
Ajuda,2015,9,89.04248664609283
Belém,2015,9,62.90142697621729
São Domingos de Benfica,2015,9,104.65087248601489
Campolide,2015,9,117.15182768681856
Carnide,2015,9,108.100993089005
São Vicente,2015,9,64.04486471274203
Estrela,2015,9,78.32039507028034
Lumiar,2015,10,90.76432187409965
Avenidas Novas,2015,10,106.4803493694631
Areeiro,2015,10,103.26714045597956
Beato,2015,10,51.435587420937246
Benfica,2015,10,57.287915961323144
Misericórdia,2015,10,70.51005012043663
Parque das Nações,2015,10,64.31711203073496
Olivais,2015,10,92.92676321507702
Marvila,2015,10,69.72354408239147
Santa Clara,2015,10,62.375339786523554
Alvalade,2015,10,85.61591628408534
Penha de França,2015,10,64.01954478533852
Santo António,2015,10,105.7682997959068
Arroios,2015,10,99.50173082455181
Santa Maria Maior,2015,10,80.16394006396311
Campo de Ourique,2015,10,85.03436981868552
Alcântara,2015,10,57.74209573700184
Ajuda,2015,10,80.39776083559818
Belém,2015,10,59.674318329757995
São Domingos de Benfica,2015,10,80.988098736952
Campolide,2015,10,91.7658438784396
Carnide,2015,10,90.02486515979307
São Vicente,2015,10,56.85090642663378
Estrela,2015,10,68.79040395443779
Lumiar,2015,11,117.38501456621144
Avenidas Novas,2015,11,130.49323816347527
Areeiro,2015,11,124.39577270214376
Beato,2015,11,62.19871342538998
Benfica,2015,11,70.40019990765832
Misericórdia,2015,11,85.73112771964458
Parque das Nações,2015,11,72.61503861812714
Olivais,2015,11,104.28979097094962
Marvila,2015,11,81.78916072176152
Santa Clara,2015,11,74.85903889642591
Alvalade,2015,11,106.93278104487426
Penha de França,2015,11,72.25557589003704
Santo António,2015,11,123.27554183335647
Arroios,2015,11,109.50776600682458
Santa Maria Maior,2015,11,84.18386217558013
Campo de Ourique,2015,11,107.44760430186214
Alcântara,2015,11,63.858277727033524
Ajuda,2015,11,87.87294709236899
Belém,2015,11,64.09229569018046
São Domingos de Benfica,2015,11,106.3542033293646
Campolide,2015,11,118.70176162411943
Carnide,2015,11,113.49274823060547
São Vicente,2015,11,67.46105776196889
Estrela,2015,11,78.0695021326201
Lumiar,2015,12,112.66229642097554
Avenidas Novas,2015,12,130.15341107569824
Areeiro,2015,12,126.40589054987983
Beato,2015,12,61.05831288318761
Benfica,2015,12,65.01551667536339
Misericórdia,2015,12,83.35955232235222
Parque das Nações,2015,12,62.997395917303926
Olivais,2015,12,101.113124048352
Marvila,2015,12,80.19120187386876
Santa Clara,2015,12,74.62225596609072
Alvalade,2015,12,104.56024557992072
Penha de França,2015,12,78.30153274883767
Santo António,2015,12,131.26490049953773
Arroios,2015,12,116.07998499434122
Santa Maria Maior,2015,12,85.32627508342985
Campo de Ourique,2015,12,107.60553316605491
Alcântara,2015,12,63.129431051927014
Ajuda,2015,12,79.04593193003464
Belém,2015,12,62.280322048033035
São Domingos de Benfica,2015,12,102.62692531872821
Campolide,2015,12,117.23816937680598
Carnide,2015,12,110.04304952341217
São Vicente,2015,12,76.09308560088303
Estrela,2015,12,84.11557894284385
Lumiar,2016,1,104.22271798206478
Avenidas Novas,2016,1,123.87814760783135
Areeiro,2016,1,106.95441970238319
Beato,2016,1,49.94804728223789
Benfica,2016,1,67.57160230415073
Misericórdia,2016,1,74.24770036927939
Parque das Nações,2016,1,69.53967083224028
Olivais,2016,1,88.0497919714287
Marvila,2016,1,69.4051455369076
Santa Clara,2016,1,67.4853629294894
Alvalade,2016,1,93.6184165164406
Penha de França,2016,1,63.333729885791975
Santo António,2016,1,118.46821586853913
Arroios,2016,1,101.30044075426206
Santa Maria Maior,2016,1,68.50388192609819
Campo de Ourique,2016,1,102.09101676561721
Alcântara,2016,1,57.65234206337264
Ajuda,2016,1,75.34566093983658
Belém,2016,1,60.79800512174397
São Domingos de Benfica,2016,1,108.79566362999186
Campolide,2016,1,109.45421614508861
Carnide,2016,1,103.6106496598608
São Vicente,2016,1,58.46604671225224
Estrela,2016,1,66.27330623504093
Lumiar,2016,2,107.4807196370654
Avenidas Novas,2016,2,127.21535823983439
Areeiro,2016,2,124.39337956942047
Beato,2016,2,57.97172180630513
Benfica,2016,2,68.72298856294688
Misericórdia,2016,2,70.94398939530863
Parque das Nações,2016,2,66.5513713855543
Olivais,2016,2,108.03124685744415
Marvila,2016,2,84.6799417418757
Santa Clara,2016,2,74.30226404064305
Alvalade,2016,2,101.99784468527821
Penha de França,2016,2,76.11471838481808
Santo António,2016,2,113.43256860507304
Arroios,2016,2,107.66814333420389
Santa Maria Maior,2016,2,75.69564765789387
Campo de Ourique,2016,2,100.76278192660445
Alcântara,2016,2,59.225828520019675
Ajuda,2016,2,75.76265962439321
Belém,2016,2,55.2729540158895
São Domingos de Benfica,2016,2,105.0173393422374
Campolide,2016,2,119.17077073476072
Carnide,2016,2,105.87369194676167
São Vicente,2016,2,66.48104733550926
Estrela,2016,2,73.8972216859545
Lumiar,2016,3,120.54495719659572
Avenidas Novas,2016,3,148.9067752489367
Areeiro,2016,3,141.33349090282735
Beato,2016,3,63.970968519551874
Benfica,2016,3,75.52965628193434
Misericórdia,2016,3,92.12618510610126
Parque das Nações,2016,3,77.21328574296032
Olivais,2016,3,118.01944789515649
Marvila,2016,3,91.90831333074621
Santa Clara,2016,3,83.12068493362497
Alvalade,2016,3,112.22811417691415
Penha de França,2016,3,82.8165188174057
Santo António,2016,3,139.32065898796247
Arroios,2016,3,126.03270270295845
Santa Maria Maior,2016,3,87.01689025256593
Campo de Ourique,2016,3,120.09252056933303
Alcântara,2016,3,69.9561226206447
Ajuda,2016,3,88.63160636593949
Belém,2016,3,65.3004155279214
São Domingos de Benfica,2016,3,119.39469426824567
Campolide,2016,3,135.36955817774336
Carnide,2016,3,119.6446077035987
São Vicente,2016,3,69.79543353898411
Estrela,2016,3,87.60535076761242
Lumiar,2016,4,115.29916371885544
Avenidas Novas,2016,4,132.20465139578477
Areeiro,2016,4,127.73753752781793
Beato,2016,4,63.835049970007894
Benfica,2016,4,71.61531545468203
Misericórdia,2016,4,90.01081927836692
Parque das Nações,2016,4,66.69603118054091
Olivais,2016,4,107.36144747168134
Marvila,2016,4,91.39760007725293
Santa Clara,2016,4,76.47816413538048
Alvalade,2016,4,105.5369818071044
Penha de França,2016,4,80.3962463579375
Santo António,2016,4,125.40841340494221
Arroios,2016,4,113.3703343803938
Santa Maria Maior,2016,4,89.74770016273473
Campo de Ourique,2016,4,101.70993161362634
Alcântara,2016,4,64.45610636882648
Ajuda,2016,4,81.65093889697869
Belém,2016,4,61.870181161045615
São Domingos de Benfica,2016,4,109.57535766830092
Campolide,2016,4,121.94615430248024
Carnide,2016,4,114.87443218010401
São Vicente,2016,4,71.52697262518838
Estrela,2016,4,84.55858583048413
Lumiar,2016,5,114.6113236896424
Avenidas Novas,2016,5,141.9677334906526
Areeiro,2016,5,132.81444713005655
Beato,2016,5,61.39826455552058
Benfica,2016,5,73.69240113459237
Misericórdia,2016,5,87.6520630797013
Parque das Nações,2016,5,75.81969990862056
Olivais,2016,5,108.86730866015984
Marvila,2016,5,90.49187126039895
Santa Clara,2016,5,77.80848649083353
Alvalade,2016,5,112.04938132210822
Penha de França,2016,5,78.9659363371199
Santo António,2016,5,134.99400064759564
Arroios,2016,5,120.94441292932791
Santa Maria Maior,2016,5,94.02862122569657
Campo de Ourique,2016,5,113.71386220943383
Alcântara,2016,5,65.82630890770265
Ajuda,2016,5,87.10178867935781
Belém,2016,5,64.36386954008019
São Domingos de Benfica,2016,5,117.55820804924093
Campolide,2016,5,129.44934070851488
Carnide,2016,5,119.2382280229142
São Vicente,2016,5,70.98684070786433
Estrela,2016,5,90.01363222026824
Lumiar,2016,6,117.42654857906176
Avenidas Novas,2016,6,146.61102565404897
Areeiro,2016,6,135.39749274033764
Beato,2016,6,63.39155034778925
Benfica,2016,6,73.80774274710909
Misericórdia,2016,6,89.16267477929699
Parque das Nações,2016,6,74.02652557534621
Olivais,2016,6,108.04284979555634
Marvila,2016,6,90.00731424440337
Santa Clara,2016,6,81.20508393612538
Alvalade,2016,6,112.51712034447588
Penha de França,2016,6,80.06713337081317
Santo António,2016,6,144.2713600591684
Arroios,2016,6,122.31314542075458
Santa Maria Maior,2016,6,84.73789714158012
Campo de Ourique,2016,6,107.80058502136593
Alcântara,2016,6,61.87465874820197
Ajuda,2016,6,87.35109684451461
Belém,2016,6,67.15747077138863
São Domingos de Benfica,2016,6,116.23253049982311
Campolide,2016,6,126.3414761760985
Carnide,2016,6,120.08686004733784
São Vicente,2016,6,67.64154444658145
Estrela,2016,6,82.16255137845447
Lumiar,2016,7,122.30881580037878
Avenidas Novas,2016,7,144.36980301401798
Areeiro,2016,7,139.19383635594295
Beato,2016,7,66.80831220715254
Benfica,2016,7,73.13177057201158
Misericórdia,2016,7,88.54992845248661
Parque das Nações,2016,7,80.32867162731398
Olivais,2016,7,119.97225299215508
Marvila,2016,7,97.16011785996324
Santa Clara,2016,7,83.93684013672116
Alvalade,2016,7,115.2170182585146
Penha de França,2016,7,84.13916953968685
Santo António,2016,7,135.29638314404468
Arroios,2016,7,118.95995355650437
Santa Maria Maior,2016,7,82.68094683287057
Campo de Ourique,2016,7,115.24948283929233
Alcântara,2016,7,67.58359413656854
Ajuda,2016,7,98.87883243110302
Belém,2016,7,69.44174069962868
São Domingos de Benfica,2016,7,116.81433315306398
Campolide,2016,7,132.64659878242392
Carnide,2016,7,124.40981877871313
São Vicente,2016,7,70.29068220543427
Estrela,2016,7,85.16428972768782
Lumiar,2016,8,114.73853940275605
Avenidas Novas,2016,8,131.5374289614881
Areeiro,2016,8,130.4488005887545
Beato,2016,8,62.26239189501629
Benfica,2016,8,69.78602995412558
Misericórdia,2016,8,83.18334604024744
Parque das Nações,2016,8,78.89026981656193
Olivais,2016,8,110.53089167353565
Marvila,2016,8,90.73465847174249
Santa Clara,2016,8,79.39645691007796
Alvalade,2016,8,105.74255853817498
Penha de França,2016,8,80.580343805918
Santo António,2016,8,123.9127749951988
Arroios,2016,8,109.03979285661562
Santa Maria Maior,2016,8,79.05507430678294
Campo de Ourique,2016,8,106.57277094118638
Alcântara,2016,8,64.1577966440321
Ajuda,2016,8,91.17214200825245
Belém,2016,8,63.785617150487596
São Domingos de Benfica,2016,8,108.42531632542058
Campolide,2016,8,122.08726594569166
Carnide,2016,8,111.79227857309479
São Vicente,2016,8,67.38399513175044
Estrela,2016,8,83.24532340206417
Lumiar,2016,9,111.68253790920029
Avenidas Novas,2016,9,130.47041804224378
Areeiro,2016,9,128.13696907336896
Beato,2016,9,64.01256637876396
Benfica,2016,9,67.90701210342365
Misericórdia,2016,9,79.1400820011855
Parque das Nações,2016,9,77.00192764266575
Olivais,2016,9,108.30563861794484
Marvila,2016,9,89.03736312872199
Santa Clara,2016,9,78.7435084908873
Alvalade,2016,9,104.9923017517981
Penha de França,2016,9,78.94832258409893
Santo António,2016,9,120.83503949374706
Arroios,2016,9,111.31253012250562
Santa Maria Maior,2016,9,76.56777280520916
Campo de Ourique,2016,9,108.49879350301995
Alcântara,2016,9,62.05495729540467
Ajuda,2016,9,92.01564613347533
Belém,2016,9,60.517026450979166
São Domingos de Benfica,2016,9,110.19690497496526
Campolide,2016,9,124.00843566936175
Carnide,2016,9,111.40237510728707
São Vicente,2016,9,65.9753581043895
Estrela,2016,9,78.23009035015102
Lumiar,2016,10,116.06305857331851
Avenidas Novas,2016,10,134.4554795104405
Areeiro,2016,10,130.16218414893518
Beato,2016,10,65.79465461882535
Benfica,2016,10,69.47648700015755
Misericórdia,2016,10,86.88809863878855
Parque das Nações,2016,10,83.19395460702114
Olivais,2016,10,107.63349179943053
Marvila,2016,10,88.9738345136932
Santa Clara,2016,10,79.8186451217256
Alvalade,2016,10,107.15171755918156
Penha de França,2016,10,82.31353985657813
Santo António,2016,10,125.53556679399647
Arroios,2016,10,113.98574587563209
Santa Maria Maior,2016,10,83.35374020020187
Campo de Ourique,2016,10,109.53874268579199
Alcântara,2016,10,62.085420711734166
Ajuda,2016,10,93.8072425441659
Belém,2016,10,65.25818233095485
São Domingos de Benfica,2016,10,109.27395923221901
Campolide,2016,10,123.84523944691792
Carnide,2016,10,114.10165501405166
São Vicente,2016,10,68.49352305413875
Estrela,2016,10,83.45295627389633
Lumiar,2016,11,110.34969394111212
Avenidas Novas,2016,11,130.77088042503647
Areeiro,2016,11,123.2234964810885
Beato,2016,11,62.55804149450845
Benfica,2016,11,66.38623133043608
Misericórdia,2016,11,87.6777553522594
Parque das Nações,2016,11,81.1374076615632
Olivais,2016,11,103.1270890614097
Marvila,2016,11,84.06030797249433
Santa Clara,2016,11,74.08005361167753
Alvalade,2016,11,101.35006577972403
Penha de França,2016,11,79.07251744206594
Santo António,2016,11,122.8083141140617
Arroios,2016,11,107.17728384328441
Santa Maria Maior,2016,11,83.22060753867522
Campo de Ourique,2016,11,106.30846657421196
Alcântara,2016,11,59.95561614074926
Ajuda,2016,11,87.8411050690229
Belém,2016,11,60.62237510832516
São Domingos de Benfica,2016,11,103.63331738543764
Campolide,2016,11,117.0783826097471
Carnide,2016,11,106.06217731805327
São Vicente,2016,11,69.73783154337363
Estrela,2016,11,82.33290973976682
Lumiar,2016,12,122.22525596466159
Avenidas Novas,2016,12,139.24325466176916
Areeiro,2016,12,135.58753026228683
Beato,2016,12,70.50776896495692
Benfica,2016,12,70.99320894354597
Misericórdia,2016,12,97.94651004419974
Parque das Nações,2016,12,87.41460213109383
Olivais,2016,12,110.98742779674578
Marvila,2016,12,94.11220470361182
Santa Clara,2016,12,80.39251712577497
Alvalade,2016,12,111.52213136151254
Penha de França,2016,12,84.72006864200098
Santo António,2016,12,137.15507050164726
Arroios,2016,12,119.45249858294345
Santa Maria Maior,2016,12,87.79386463371475
Campo de Ourique,2016,12,115.97709446597997
Alcântara,2016,12,68.12791571516883
Ajuda,2016,12,95.00183616267299
Belém,2016,12,65.50942805817554
São Domingos de Benfica,2016,12,111.07128024152532
Campolide,2016,12,121.96366342527357
Carnide,2016,12,113.96471590906619
São Vicente,2016,12,72.96546440092881
Estrela,2016,12,89.72486931317192
Lumiar,2017,1,116.57044879860722
Avenidas Novas,2017,1,134.82287754894372
Areeiro,2017,1,132.28940102210413
Beato,2017,1,60.643579536084324
Benfica,2017,1,68.8798144336135
Misericórdia,2017,1,91.91139436912309
Parque das Nações,2017,1,82.68383073363701
Olivais,2017,1,100.01252417493407
Marvila,2017,1,87.14022247863284
Santa Clara,2017,1,74.9618272893657
Alvalade,2017,1,105.38621174213947
Penha de França,2017,1,81.37150120022521
Santo António,2017,1,133.3625061330531
Arroios,2017,1,117.3733132177545
Santa Maria Maior,2017,1,90.44215256742422
Campo de Ourique,2017,1,114.0341438642316
Alcântara,2017,1,63.2802140759147
Ajuda,2017,1,87.9865376936736
Belém,2017,1,62.992318420943995
São Domingos de Benfica,2017,1,103.15114693092313
Campolide,2017,1,117.79778266801728
Carnide,2017,1,104.63851242744805
São Vicente,2017,1,68.33487101154738
Estrela,2017,1,83.55723781878608
Lumiar,2017,2,102.046750169884
Avenidas Novas,2017,2,113.23489659064121
Areeiro,2017,2,112.38279375809891
Beato,2017,2,56.1766816084906
Benfica,2017,2,67.64673895676307
Misericórdia,2017,2,75.13875958929536
Parque das Nações,2017,2,72.11910703844796
Olivais,2017,2,94.68571244583246
Marvila,2017,2,75.78377280929696
Santa Clara,2017,2,69.5988492104846
Alvalade,2017,2,97.08657520653236
Penha de França,2017,2,71.4618169267731
Santo António,2017,2,107.7084579098555
Arroios,2017,2,95.38976129103077
Santa Maria Maior,2017,2,73.08332870193486
Campo de Ourique,2017,2,93.25787357914282
Alcântara,2017,2,57.64820693753894
Ajuda,2017,2,72.63331925642105
Belém,2017,2,51.430160156693184
São Domingos de Benfica,2017,2,101.16495337654734
Campolide,2017,2,98.15592749332666
Carnide,2017,2,100.49568406510117
São Vicente,2017,2,61.624516813237065
Estrela,2017,2,73.59795124122074
Lumiar,2017,3,111.95202974727006
Avenidas Novas,2017,3,122.80991121144493
Areeiro,2017,3,115.07708555661716
Beato,2017,3,60.80914793380838
Benfica,2017,3,65.7589286736303
Misericórdia,2017,3,89.75110677665911
Parque das Nações,2017,3,78.91872562492685
Olivais,2017,3,98.28510280327674
Marvila,2017,3,82.2001343581009
Santa Clara,2017,3,76.83904992766807
Alvalade,2017,3,99.6844561650923
Penha de França,2017,3,79.02570163325872
Santo António,2017,3,127.82692165349582
Arroios,2017,3,107.81993465216584
Santa Maria Maior,2017,3,84.87264834327144
Campo de Ourique,2017,3,109.1913582242507
Alcântara,2017,3,60.220042504677664
Ajuda,2017,3,81.40091735281766
Belém,2017,3,60.754447902165225
São Domingos de Benfica,2017,3,101.55194857959192
Campolide,2017,3,119.08758360478457
Carnide,2017,3,98.95659564078542
São Vicente,2017,3,66.5761233652409
Estrela,2017,3,81.85085945687975
Lumiar,2017,4,114.89981395417205
Avenidas Novas,2017,4,134.77642273939486
Areeiro,2017,4,134.95062396709739
Beato,2017,4,67.56233348922225
Benfica,2017,4,72.6178983035363
Misericórdia,2017,4,90.0332908882091
Parque das Nações,2017,4,88.49932171246304
Olivais,2017,4,108.92844836511928
Marvila,2017,4,92.90758197170418
Santa Clara,2017,4,84.82982611319332
Alvalade,2017,4,111.53978503614957
Penha de França,2017,4,86.2532353956239
Santo António,2017,4,129.11451038137386
Arroios,2017,4,119.68938091662503
Santa Maria Maior,2017,4,85.03074086089926
Campo de Ourique,2017,4,117.86091027383064
Alcântara,2017,4,64.81364118195867
Ajuda,2017,4,94.64207599327611
Belém,2017,4,68.50367083459824
São Domingos de Benfica,2017,4,109.98659808133968
Campolide,2017,4,137.2199944703003
Carnide,2017,4,109.96788452773461
São Vicente,2017,4,72.1513971926561
Estrela,2017,4,86.35407136685507
Lumiar,2017,5,113.06016115138654
Avenidas Novas,2017,5,124.65075141456768
Areeiro,2017,5,129.63452864720273
Beato,2017,5,68.2990417604257
Benfica,2017,5,69.42954236581885
Misericórdia,2017,5,82.14371264102436
Parque das Nações,2017,5,76.41463644115859
Olivais,2017,5,109.36309184297286
Marvila,2017,5,92.95839191075339
Santa Clara,2017,5,82.6626158104961
Alvalade,2017,5,110.07874985761708
Penha de França,2017,5,83.95184069641597
Santo António,2017,5,115.16106639682486
Arroios,2017,5,109.0368840701081
Santa Maria Maior,2017,5,82.57977025575009
Campo de Ourique,2017,5,107.41871307858416
Alcântara,2017,5,64.8164325623026
Ajuda,2017,5,91.41382701701457
Belém,2017,5,63.967864420352896
São Domingos de Benfica,2017,5,106.70195736716605
Campolide,2017,5,124.88140121771363
Carnide,2017,5,113.96685775865535
São Vicente,2017,5,70.10920926120941
Estrela,2017,5,84.64363772610254
Lumiar,2017,6,111.2024751736025
Avenidas Novas,2017,6,126.41039942377785
Areeiro,2017,6,116.5604597707895
Beato,2017,6,58.883519632200546
Benfica,2017,6,66.91244005750173
Misericórdia,2017,6,79.2634896548408
Parque das Nações,2017,6,75.38244258380703
Olivais,2017,6,97.39679188620887
Marvila,2017,6,76.30590257671953
Santa Clara,2017,6,82.10723881444527
Alvalade,2017,6,104.84407709402343
Penha de França,2017,6,75.10488195732184
Santo António,2017,6,117.79427113765877
Arroios,2017,6,104.84671814674554
Santa Maria Maior,2017,6,78.93461220773136
Campo de Ourique,2017,6,107.95911636504215
Alcântara,2017,6,64.88858219916993
Ajuda,2017,6,85.00171193308962
Belém,2017,6,59.13773200789681
São Domingos de Benfica,2017,6,104.53019044322355
Campolide,2017,6,119.18285082458146
Carnide,2017,6,105.80485329020796
São Vicente,2017,6,61.611417977885026
Estrela,2017,6,82.92997551127841
Lumiar,2017,7,116.29610334461553
Avenidas Novas,2017,7,132.6663076513249
Areeiro,2017,7,130.1166825250479
Beato,2017,7,71.3003938212616
Benfica,2017,7,68.72204587919505
Misericórdia,2017,7,84.36437936035115
Parque das Nações,2017,7,78.55715817945978
Olivais,2017,7,101.46236473920726
Marvila,2017,7,85.59874295937365
Santa Clara,2017,7,84.46662643753004
Alvalade,2017,7,106.84650498756619
Penha de França,2017,7,85.74097704951123
Santo António,2017,7,131.16238785293518
Arroios,2017,7,114.2401187157446
Santa Maria Maior,2017,7,80.23754847021077
Campo de Ourique,2017,7,111.55032066512058
Alcântara,2017,7,65.82807707260592
Ajuda,2017,7,95.40960087827574
Belém,2017,7,64.45210192166809
São Domingos de Benfica,2017,7,110.86483297333375
Campolide,2017,7,126.67694245235694
Carnide,2017,7,111.03697218856742
São Vicente,2017,7,72.91019670350438
Estrela,2017,7,80.56309767028267
Lumiar,2017,8,111.60528685992749
Avenidas Novas,2017,8,133.81208374552025
Areeiro,2017,8,124.0513432664138
Beato,2017,8,63.79715328393394
Benfica,2017,8,65.83458791817895
Misericórdia,2017,8,83.96510462697995
Parque das Nações,2017,8,77.11612701933878
Olivais,2017,8,98.45493182346236
Marvila,2017,8,84.54510340530771
Santa Clara,2017,8,81.8926616822906
Alvalade,2017,8,106.01490916871106
Penha de França,2017,8,81.43744766657152
Santo António,2017,8,124.19725710948133
Arroios,2017,8,107.52916316542513
Santa Maria Maior,2017,8,77.7256868825414
Campo de Ourique,2017,8,108.55384786617208
Alcântara,2017,8,67.11710324486664
Ajuda,2017,8,92.57008940625207
Belém,2017,8,61.48930271687749
São Domingos de Benfica,2017,8,110.81583400644283
Campolide,2017,8,131.68453240089073
Carnide,2017,8,107.71655305775803
São Vicente,2017,8,68.81500005611336
Estrela,2017,8,82.39124686166217
Lumiar,2017,9,116.4885954074375
Avenidas Novas,2017,9,137.74186868464784
Areeiro,2017,9,132.1194193179791
Beato,2017,9,67.72887560913897
Benfica,2017,9,69.1472094043346
Misericórdia,2017,9,83.9546339996718
Parque das Nações,2017,9,85.86805144003075
Olivais,2017,9,111.7026692468564
Marvila,2017,9,92.03461373974073
Santa Clara,2017,9,84.95453209031135
Alvalade,2017,9,111.22177199577756
Penha de França,2017,9,86.325221896722
Santo António,2017,9,126.77063568625427
Arroios,2017,9,112.74713617605755
Santa Maria Maior,2017,9,80.93356567783945
Campo de Ourique,2017,9,113.14075013268778
Alcântara,2017,9,68.81524363400688
Ajuda,2017,9,95.03035160030583
Belém,2017,9,64.26328971649863
São Domingos de Benfica,2017,9,111.8730197513891
Campolide,2017,9,135.60948256242312
Carnide,2017,9,113.77772421424979
São Vicente,2017,9,69.46711485041907
Estrela,2017,9,83.90836344923294
Lumiar,2017,10,105.00418249149692
Avenidas Novas,2017,10,122.84821704980756
Areeiro,2017,10,118.98125719510593
Beato,2017,10,58.120442026024634
Benfica,2017,10,61.442395670676795
Misericórdia,2017,10,80.01318705074789
Parque das Nações,2017,10,76.26662250950123
Olivais,2017,10,92.21066943753351
Marvila,2017,10,80.45022903773159
Santa Clara,2017,10,75.30395609243324
Alvalade,2017,10,96.68538301434896
Penha de França,2017,10,76.87150880308373
Santo António,2017,10,122.75829243355786
Arroios,2017,10,106.14708277739294
