Freguesia,AnoMes,Stock_12M_ALV_Nova_Construcao_Area,Stock_12M_ALV_Reabilitacao_Area,Stock_12M_ALV_Nova_Construcao_Count,Stock_12M_ALV_Reabilitacao_Count,Stock_12M_ALV_Demolicao_Area,Stock_12M_ALV_Demolicao_Count,Racio_Gentrificacao_ALV_Area,Racio_Gentrificacao_ALV_Count
Penha De França,2016-10,0.0,1082.11083984375,0.0,4.0,1236.23193359375,1.0,10821108.3984375,40000.0
Penha De França,2016-11,0.0,1082.11083984375,0.0,4.0,1236.23193359375,1.0,10821108.3984375,40000.0
Penha De França,2016-12,0.0,1082.11083984375,0.0,4.0,1236.23193359375,1.0,10821108.3984375,40000.0
Penha De França,2017-01,0.0,922.404296875,0.0,3.0,1236.23193359375,1.0,9224042.96875,30000.0
Penha De França,2017-02,0.0,922.404296875,0.0,3.0,1236.23193359375,1.0,9224042.96875,30000.0
Penha De França,2017-03,0.0,922.404296875,0.0,3.0,1236.23193359375,1.0,9224042.96875,30000.0
Penha De França,2017-04,0.0,1473.8271484375,0.0,5.0,1236.23193359375,1.0,14738271.484375,50000.0
Penha De França,2017-05,0.0,2152.25634765625,0.0,6.0,1236.23193359375,1.0,21522563.4765625,60000.0
Penha De França,2017-06,0.0,2152.25634765625,0.0,6.0,1236.23193359375,1.0,21522563.4765625,60000.0
Penha De França,2017-07,0.0,1861.4580078125,0.0,5.0,0.0,0.0,18614580.078125,50000.0
Penha De França,2017-08,0.0,1861.4580078125,0.0,5.0,0.0,0.0,18614580.078125,50000.0
Penha De França,2017-09,0.0,1861.4580078125,0.0,5.0,0.0,0.0,18614580.078125,50000.0
Penha De França,2017-10,0.0,1648.453125,0.0,4.0,0.0,0.0,16484531.25,40000.0
Penha De França,2017-11,0.0,1648.453125,0.0,4.0,0.0,0.0,16484531.25,40000.0
Penha De França,2017-12,0.0,1648.453125,0.0,4.0,0.0,0.0,16484531.25,40000.0
Penha De França,2018-01,0.0,2468.08203125,0.0,6.0,0.0,0.0,24680820.3125,60000.0
Penha De França,2018-02,0.0,4017.19775390625,0.0,8.0,0.0,0.0,40171977.5390625,80000.0
Penha De França,2018-03,0.0,4017.19775390625,0.0,8.0,0.0,0.0,40171977.5390625,80000.0
Penha De França,2018-04,203.75439453125,4138.7294921875,1.0,8.0,0.0,0.0,20.312334712953973,7.999200079992001
Penha De França,2018-05,203.75439453125,3191.08642578125,1.0,7.0,0.0,0.0,15.661428392647458,6.999300069993001
Penha De França,2018-06,203.75439453125,3388.6123046875,1.0,8.0,0.0,0.0,16.630859174337306,7.999200079992001
Penha De França,2018-07,203.75439453125,4000.80859375,1.0,10.0,0.0,0.0,19.63543725969879,9.99900009999
Penha De França,2018-08,203.75439453125,4000.80859375,1.0,10.0,0.0,0.0,19.63543725969879,9.99900009999
Penha De França,2018-09,203.75439453125,4000.80859375,1.0,10.0,0.0,0.0,19.63543725969879,9.99900009999
Penha De França,2018-10,203.75439453125,4516.25634765625,1.0,11.0,0.0,0.0,22.16518638298596,10.998900109989002
Penha De França,2018-11,203.75439453125,4516.25634765625,1.0,11.0,0.0,0.0,22.16518638298596,10.998900109989002
Penha De França,2018-12,203.75439453125,4737.81396484375,1.0,12.0,0.0,0.0,23.252561744679,11.998800119988001
Penha De França,2019-01,203.75439453125,3918.18505859375,1.0,10.0,0.0,0.0,19.229931921785482,9.99900009999
Penha De França,2019-02,203.75439453125,2440.97705078125,1.0,9.0,0.0,0.0,11.97999119674327,8.999100089991002
Penha De França,2019-03,203.75439453125,2440.97705078125,1.0,9.0,0.0,0.0,11.97999119674327,8.999100089991002
Penha De França,2019-04,0.0,2047.22900390625,0.0,8.0,0.0,0.0,20472290.0390625,80000.0
Penha De França,2019-05,0.0,1897.841796875,0.0,7.0,0.0,0.0,18978417.96875,70000.0
Penha De França,2019-06,0.0,3929.25244140625,0.0,8.0,0.0,0.0,39292524.4140625,80000.0
Penha De França,2019-07,0.0,3317.05615234375,0.0,6.0,0.0,0.0,33170561.5234375,60000.0
Penha De França,2019-08,0.0,3317.05615234375,0.0,6.0,0.0,0.0,33170561.5234375,60000.0
Penha De França,2019-09,0.0,3317.05615234375,0.0,6.0,0.0,0.0,33170561.5234375,60000.0
Penha De França,2019-10,0.0,2801.6083984375,0.0,5.0,0.0,0.0,28016083.984375,50000.0
Penha De França,2019-11,0.0,2879.01513671875,0.0,6.0,0.0,0.0,28790151.3671875,60000.0
Penha De França,2019-12,0.0,2657.45751953125,0.0,5.0,0.0,0.0,26574575.1953125,50000.0
Penha De França,2020-01,0.0,2873.07763671875,0.0,6.0,0.0,0.0,28730776.3671875,60000.0
Penha De França,2020-02,0.0,2801.169921875,0.0,5.0,0.0,0.0,28011699.21875,50000.0
Penha De França,2020-03,0.0,3446.75146484375,0.0,7.0,0.0,0.0,34467514.6484375,70000.0
Penha De França,2020-04,0.0,3167.544921875,0.0,6.0,0.0,0.0,31675449.21875,60000.0
Penha De França,2020-05,0.0,3286.46044921875,0.0,7.0,0.0,0.0,32864604.4921875,70000.0
Penha De França,2020-06,0.0,1057.52392578125,0.0,5.0,0.0,0.0,10575239.2578125,50000.0
Penha De França,2020-07,0.0,1057.52392578125,0.0,5.0,0.0,0.0,10575239.2578125,50000.0
Penha De França,2020-08,0.0,1423.22509765625,0.0,7.0,0.0,0.0,14232250.9765625,70000.0
Penha De França,2020-09,0.0,1423.22509765625,0.0,7.0,0.0,0.0,14232250.9765625,70000.0
Penha De França,2020-10,0.0,1763.587890625,0.0,8.0,0.0,0.0,17635878.90625,80000.0
Penha De França,2020-11,0.0,1686.18115234375,0.0,7.0,0.0,0.0,16861811.5234375,70000.0
Penha De França,2020-12,0.0,2819.6435546875,0.0,10.0,0.0,0.0,28196435.546875,100000.0
Penha De França,2021-01,0.0,4660.09912109375,0.0,12.0,0.0,0.0,46600991.2109375,120000.0
Penha De França,2021-02,0.0,4660.09912109375,0.0,12.0,0.0,0.0,46600991.2109375,120000.0
Penha De França,2021-03,0.0,4989.9892578125,0.0,13.0,0.0,0.0,49899892.578125,130000.0
Penha De França,2021-04,0.0,5447.8251953125,0.0,15.0,0.0,0.0,54478251.953125,150000.0
Penha De França,2021-05,0.0,5328.90966796875,0.0,14.0,0.0,0.0,53289096.6796875,140000.0
Penha De França,2021-06,0.0,5328.90966796875,0.0,14.0,0.0,0.0,53289096.6796875,140000.0
Penha De França,2021-07,0.0,6270.7294921875,0.0,16.0,0.0,0.0,62707294.921875,160000.0
Penha De França,2021-08,0.0,5905.0283203125,0.0,14.0,0.0,0.0,59050283.203125,140000.0
Penha De França,2021-09,332.576171875,5905.0283203125,1.0,14.0,0.0,0.0,17.75541077245561,13.998600139986001
Penha De França,2021-10,332.576171875,5886.9521484375,1.0,15.0,0.0,0.0,17.701058813510702,14.998500149985002
Penha De França,2021-11,332.576171875,5886.9521484375,1.0,15.0,0.0,0.0,17.701058813510702,14.998500149985002
Penha De França,2021-12,332.576171875,5970.97509765625,1.0,15.0,0.0,0.0,17.953701459196292,14.998500149985002
Penha De França,2022-01,332.576171875,4529.71533203125,1.0,13.0,0.0,0.0,13.620079708313527,12.998700129987002
Penha De França,2022-02,332.576171875,4823.408203125,1.0,14.0,0.0,0.0,14.503163968768932,13.998600139986001
Penha De França,2022-03,332.576171875,4068.52587890625,1.0,12.0,0.0,0.0,12.23336185702214,11.998800119988001
Penha De França,2022-04,332.576171875,3683.4365234375,1.0,11.0,0.0,0.0,11.075463991074905,10.998900109989002
Penha De França,2022-05,332.576171875,3683.4365234375,1.0,11.0,0.0,0.0,11.075463991074905,10.998900109989002
Penha De França,2022-06,332.576171875,4033.5771484375,1.0,12.0,0.0,0.0,12.128276998527229,11.998800119988001
Penha De França,2022-07,332.576171875,3091.75732421875,1.0,10.0,0.0,0.0,9.29638577878099,9.99900009999
Penha De França,2022-08,332.576171875,3091.75732421875,1.0,10.0,0.0,0.0,9.29638577878099,9.99900009999
Penha De França,2022-09,0.0,3091.75732421875,0.0,10.0,0.0,0.0,30917573.2421875,100000.0
Penha De França,2022-10,0.0,2769.470703125,0.0,8.0,0.0,0.0,27694707.03125,80000.0
Penha De França,2022-11,0.0,2769.470703125,0.0,8.0,0.0,0.0,27694707.03125,80000.0
Penha De França,2022-12,0.0,1551.9853515625,0.0,5.0,0.0,0.0,15519853.515625,50000.0
Penha De França,2023-01,0.0,937.16943359375,0.0,4.0,0.0,0.0,9371694.3359375,40000.0
Penha De França,2023-02,0.0,643.4765625,0.0,3.0,0.0,0.0,6434765.625,30000.0
Penha De França,2023-03,0.0,422.88720703125,0.0,2.0,0.0,0.0,4228872.0703125,20000.0
Penha De França,2023-04,0.0,350.140625,0.0,1.0,0.0,0.0,3501406.25,10000.0
Penha De França,2023-05,0.0,350.140625,0.0,1.0,0.0,0.0,3501406.25,10000.0
Penha De França,2023-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Penha De França,2023-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Penha De França,2023-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Penha De França,2023-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Penha De França,2023-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Penha De França,2023-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Penha De França,2023-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Penha De França,2024-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Penha De França,2024-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Penha De França,2024-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Penha De França,2024-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Penha De França,2024-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Penha De França,2024-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Penha De França,2024-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Penha De França,2024-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Penha De França,2024-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Penha De França,2024-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Penha De França,2024-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Penha De França,2024-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Penha De França,2025-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Penha De França,2025-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Penha De França,2025-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Penha De França,2025-04,0.0,125.3798828125,0.0,1.0,0.0,0.0,1253798.828125,10000.0
Penha De França,2025-05,0.0,125.3798828125,0.0,1.0,0.0,0.0,1253798.828125,10000.0
Penha De França,2025-06,0.0,125.3798828125,0.0,1.0,0.0,0.0,1253798.828125,10000.0
Penha De França,2025-07,0.0,125.3798828125,0.0,1.0,0.0,0.0,1253798.828125,10000.0
Penha De França,2025-08,0.0,125.3798828125,0.0,1.0,0.0,0.0,1253798.828125,10000.0
Penha De França,2025-09,0.0,125.3798828125,0.0,1.0,0.0,0.0,1253798.828125,10000.0
Penha De França,2025-10,0.0,125.3798828125,0.0,1.0,0.0,0.0,1253798.828125,10000.0
Penha De França,2025-11,0.0,125.3798828125,0.0,1.0,0.0,0.0,1253798.828125,10000.0
São Vicente,2016-08,988.96875,5127.4443359375,4.0,15.0,0.0,0.0,5.1846368426442355,3.7499062523436915
São Vicente,2016-09,988.96875,3988.1455078125,4.0,13.0,0.0,0.0,4.03263005484197,3.2499187520311996
São Vicente,2016-10,1104.92333984375,4202.37060546875,5.0,14.0,0.0,0.0,3.803313835086183,2.799944001119978
São Vicente,2016-11,938.36083984375,3747.134765625,4.0,14.0,0.0,0.0,3.9932765810232356,3.4999125021874455
São Vicente,2016-12,938.36083984375,4550.611328125,4.0,15.0,0.0,0.0,4.84953191773172,3.7499062523436915
São Vicente,2017-01,938.36083984375,17777.615234375,4.0,18.0,0.0,0.0,18.945391351578657,4.49988750281243
São Vicente,2017-02,938.36083984375,18037.91845703125,4.0,18.0,0.0,0.0,19.22279337419438,4.49988750281243
São Vicente,2017-03,938.36083984375,19105.52392578125,4.0,20.0,0.0,0.0,20.360527718643727,4.999875003124922
São Vicente,2017-04,938.36083984375,18177.71875,4.0,17.0,0.0,0.0,19.371776869811782,4.249893752656184
São Vicente,2017-05,938.36083984375,19221.56787109375,4.0,20.0,0.0,0.0,20.484194359469402,4.999875003124922
São Vicente,2017-06,938.36083984375,19699.658203125,4.0,22.0,0.0,0.0,20.993689492665013,5.499862503437415
São Vicente,2017-07,115.95458984375,20077.76220703125,1.0,23.0,0.0,0.0,173.1517908769901,22.997700229977003
São Vicente,2017-08,115.95458984375,20362.5263671875,1.0,23.0,0.0,0.0,175.60761358273814,22.997700229977003
São Vicente,2017-09,115.95458984375,20951.57958984375,1.0,25.0,0.0,0.0,180.68764288944408,24.997500249975
São Vicente,2017-10,0.0,20737.3544921875,0.0,24.0,0.0,0.0,207373544.921875,240000.0
São Vicente,2017-11,0.0,20762.62548828125,0.0,24.0,0.0,0.0,207626254.8828125,240000.0
São Vicente,2017-12,0.0,19794.51806640625,0.0,22.0,0.0,0.0,197945180.6640625,220000.0
São Vicente,2018-01,0.0,8133.81640625,0.0,21.0,0.0,0.0,81338164.0625,210000.0
São Vicente,2018-02,0.0,9506.2041015625,0.0,23.0,0.0,0.0,95062041.015625,230000.0
São Vicente,2018-03,0.0,8530.5576171875,0.0,22.0,0.0,0.0,85305576.171875,220000.0
São Vicente,2018-04,2086.64208984375,8560.88232421875,1.0,23.0,0.0,0.0,4.102707386003633,22.997700229977003
São Vicente,2018-05,2086.64208984375,9240.21826171875,1.0,22.0,0.0,0.0,4.4282715583406596,21.997800219978004
São Vicente,2018-06,2437.67431640625,8876.42626953125,2.0,21.0,0.0,0.0,3.641350218794744,10.499475026248687
São Vicente,2018-07,3380.77001953125,9157.90380859375,3.0,24.0,0.0,0.0,2.7088218023719133,7.9997333422219254
São Vicente,2018-08,3380.77001953125,9426.6884765625,3.0,26.0,0.0,0.0,2.788325778822704,8.666377787407086
São Vicente,2018-09,3380.77001953125,9027.537109375,3.0,24.0,0.0,0.0,2.6702605590428856,7.9997333422219254
São Vicente,2018-10,3380.77001953125,10558.456156294793,3.0,26.0,0.0,0.0,3.1230920124668935,8.666377787407086
São Vicente,2018-11,3380.77001953125,11595.337503951043,3.0,27.0,0.0,0.0,3.429791761635292,8.999700009999666
São Vicente,2018-12,3380.77001953125,11298.469339888543,3.0,26.0,0.0,0.0,3.341980951208565,8.666377787407086
São Vicente,2019-01,3380.77001953125,9198.573832076043,3.0,22.0,0.0,0.0,2.720851612753677,7.333088897036765
São Vicente,2019-02,3380.77001953125,8146.867777388543,3.0,22.0,0.0,0.0,2.4097668546946696,7.333088897036765
São Vicente,2019-03,3380.77001953125,8668.057230513543,3.0,24.0,0.0,0.0,2.5639297923383753,7.9997333422219254
São Vicente,2019-04,1875.443359375,15531.644632857293,3.0,22.0,0.0,0.0,8.28158511269291,7.333088897036765
São Vicente,2019-05,1875.443359375,13808.459574263543,3.0,20.0,0.0,0.0,7.362770391843897,6.666444451851604
São Vicente,2019-06,1524.4111328125,13979.845316451043,2.0,20.0,0.0,0.0,9.170652259402853,9.99950002499875
São Vicente,2019-07,581.3154296875,13794.805277388543,1.0,19.0,0.0,0.0,23.73032298793784,18.998100189981002
São Vicente,2019-08,10529.88134765625,13103.890238326043,2.0,18.0,0.0,0.0,1.2444480313919126,8.999550022498875
São Vicente,2019-09,10529.88134765625,13301.903910201043,2.0,18.0,0.0,0.0,1.2632529602849225,8.999550022498875
São Vicente,2019-10,10529.88134765625,12554.27099609375,2.0,19.0,0.0,0.0,1.1922518841736904,9.499525023748811
São Vicente,2019-11,10529.88134765625,12103.6123046875,2.0,19.0,0.0,0.0,1.1494538058053383,9.499525023748811
São Vicente,2019-12,10529.88134765625,18243.62158203125,2.0,23.0,0.0,0.0,1.7325571681618441,11.499425028748561
São Vicente,2020-01,10529.88134765625,19186.71728515625,2.0,24.0,0.0,0.0,1.822120921354423,11.9994000299985
São Vicente,2020-02,10529.88134765625,18764.70654296875,2.0,23.0,0.0,0.0,1.7820434765811553,11.499425028748561
São Vicente,2020-03,10529.88134765625,19079.84375,2.0,23.0,0.0,0.0,1.811971373547307,11.499425028748561
São Vicente,2020-04,9948.56591796875,12110.42578125,1.0,25.0,0.0,0.0,1.2173036555596632,24.997500249975
São Vicente,2020-05,9948.56591796875,12163.326171875,1.0,26.0,0.0,0.0,1.2226210440686656,25.997400259974004
São Vicente,2020-06,9948.56591796875,12020.984375,1.0,26.0,0.0,0.0,1.208313273821385,25.997400259974004
São Vicente,2020-07,9948.56591796875,11546.44287109375,1.0,23.0,0.0,0.0,1.1606137859706587,22.997700229977003
São Vicente,2020-08,0.0,22257.97509765625,0.0,26.0,0.0,0.0,222579750.9765625,260000.0
São Vicente,2020-09,0.0,21921.6416015625,0.0,27.0,0.0,0.0,219216416.015625,270000.0
São Vicente,2020-10,0.0,21483.15185546875,0.0,27.0,0.0,0.0,214831518.5546875,270000.0
São Vicente,2020-11,601.4599609375,21243.8828125,2.0,28.0,0.0,0.0,35.320521165423706,13.99930003499825
São Vicente,2020-12,601.4599609375,23313.20361328125,2.0,28.0,0.0,0.0,38.761016944238655,13.99930003499825
São Vicente,2021-01,601.4599609375,22736.68994140625,2.0,29.0,0.0,0.0,37.80249332926016,14.499275036248186
São Vicente,2021-02,601.4599609375,22944.28076171875,2.0,29.0,0.0,0.0,38.147638142348704,14.499275036248186
São Vicente,2021-03,601.4599609375,22382.45166015625,2.0,28.0,0.0,0.0,37.213529399223226,13.99930003499825
São Vicente,2021-04,601.4599609375,22665.5703125,2.0,29.0,0.0,0.0,37.68424835586093,14.499275036248186
São Vicente,2021-05,601.4599609375,23547.82275390625,2.0,31.0,0.0,0.0,39.15109960452253,15.499225038748062
São Vicente,2021-06,601.4599609375,25753.6103515625,2.0,33.0,0.0,0.0,42.81848791658779,16.499175041247934
São Vicente,2021-07,601.4599609375,25805.61767578125,2.0,34.0,0.0,0.0,42.90495637492181,16.999150042497874
São Vicente,2021-08,601.4599609375,14910.919921875,2.0,29.0,0.0,0.0,24.791205418749243,14.499275036248186
São Vicente,2021-09,601.4599609375,17881.44970703125,2.0,31.0,0.0,0.0,29.730069988619544,15.499225038748062
São Vicente,2021-10,601.4599609375,18939.1259765625,2.0,31.0,0.0,0.0,31.48858454049626,15.499225038748062
São Vicente,2021-11,0.0,18488.66845703125,0.0,29.0,0.0,0.0,184886684.5703125,290000.0
São Vicente,2021-12,0.0,10804.96923828125,0.0,27.0,0.0,0.0,108049692.3828125,270000.0
São Vicente,2022-01,64.53662109375,11123.62353515625,1.0,27.0,0.0,0.0,172.36115108788053,26.997300269973003
São Vicente,2022-02,64.53662109375,18006.55859375,1.0,26.0,0.0,0.0,279.01260381035735,25.997400259974004
São Vicente,2022-03,64.53662109375,17854.6630859375,1.0,25.0,0.0,0.0,276.6589746634435,24.997500249975
São Vicente,2022-04,64.53662109375,17299.109375,1.0,23.0,0.0,0.0,268.05063972602903,22.997700229977003
São Vicente,2022-05,64.53662109375,16444.6650390625,1.0,21.0,0.0,0.0,254.81097831378773,20.997900209979
São Vicente,2022-06,375.2578125,14095.53515625,2.0,18.0,0.0,0.0,37.56225967986751,8.999550022498875
São Vicente,2022-07,779.71484375,15640.09716796875,3.0,18.0,0.0,0.0,20.058737226130983,5.999800006666444
São Vicente,2022-08,779.71484375,16386.16455078125,3.0,21.0,0.0,0.0,21.01558355669421,6.999766674444185
São Vicente,2022-09,779.71484375,13196.82275390625,3.0,17.0,0.0,0.0,16.925188954872137,5.666477784073864
São Vicente,2022-10,779.71484375,11794.35009765625,3.0,14.0,0.0,0.0,15.126489741150674,4.666511116296123
São Vicente,2022-11,779.71484375,11746.98388671875,3.0,13.0,0.0,0.0,15.065741628885833,4.333188893703543
São Vicente,2022-12,779.71484375,11221.35302734375,3.0,11.0,0.0,0.0,14.391609545631145,3.6665444485183825
São Vicente,2023-01,715.17822265625,10536.11669921875,2.0,9.0,0.0,0.0,14.732153318191285,4.4997750112494375
São Vicente,2023-02,715.17822265625,2966.0849609375,2.0,8.0,0.0,0.0,4.147336219477596,3.9998000099994995
São Vicente,2023-03,715.17822265625,2751.52392578125,2.0,7.0,0.0,0.0,3.8473256789464636,3.4998250087495624
São Vicente,2023-04,715.17822265625,2423.34521484375,2.0,5.0,0.0,0.0,3.3884489197647696,2.4998750062496873
São Vicente,2023-05,715.17822265625,2342.63671875,2.0,4.0,0.0,0.0,3.2755980495174866,1.9999000049997497
São Vicente,2023-06,404.45703125,2342.63671875,1.0,4.0,0.0,0.0,5.792051957422373,3.9996000399960003
São Vicente,2023-07,0.0,746.0673828125,0.0,3.0,0.0,0.0,7460673.828125,30000.0
São Vicente,2023-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
São Vicente,2023-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
São Vicente,2023-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
São Vicente,2023-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
São Vicente,2023-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
São Vicente,2024-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
São Vicente,2024-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
São Vicente,2024-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
São Vicente,2024-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
São Vicente,2024-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
São Vicente,2024-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
São Vicente,2024-07,0.0,88.970703125,0.0,1.0,0.0,0.0,889707.03125,10000.0
São Vicente,2024-08,0.0,88.970703125,0.0,1.0,0.0,0.0,889707.03125,10000.0
São Vicente,2024-09,0.0,88.970703125,0.0,1.0,0.0,0.0,889707.03125,10000.0
São Vicente,2024-10,0.0,88.970703125,0.0,1.0,0.0,0.0,889707.03125,10000.0
São Vicente,2024-11,0.0,88.970703125,0.0,1.0,0.0,0.0,889707.03125,10000.0
São Vicente,2024-12,0.0,88.970703125,0.0,1.0,0.0,0.0,889707.03125,10000.0
São Vicente,2025-01,0.0,88.970703125,0.0,1.0,0.0,0.0,889707.03125,10000.0
São Vicente,2025-02,0.0,173.4033203125,0.0,2.0,0.0,0.0,1734033.203125,20000.0
São Vicente,2025-03,0.0,173.4033203125,0.0,2.0,0.0,0.0,1734033.203125,20000.0
São Vicente,2025-04,0.0,173.4033203125,0.0,2.0,0.0,0.0,1734033.203125,20000.0
São Vicente,2025-05,0.0,173.4033203125,0.0,2.0,0.0,0.0,1734033.203125,20000.0
São Vicente,2025-06,0.0,902.5341796875,0.0,3.0,0.0,0.0,9025341.796875,30000.0
São Vicente,2025-07,0.0,813.5634765625,0.0,2.0,0.0,0.0,8135634.765625,20000.0
São Vicente,2025-08,0.0,813.5634765625,0.0,2.0,0.0,0.0,8135634.765625,20000.0
São Vicente,2025-09,0.0,813.5634765625,0.0,2.0,0.0,0.0,8135634.765625,20000.0
São Vicente,2025-10,0.0,813.5634765625,0.0,2.0,0.0,0.0,8135634.765625,20000.0
São Vicente,2025-11,0.0,813.5634765625,0.0,2.0,0.0,0.0,8135634.765625,20000.0
Santo António,2016-08,3234.46630859375,54102.94910369346,7.0,79.0,1366.57763671875,1.0,16.727009116541055,11.285553063527665
Santo António,2016-09,3234.46630859375,53312.17273650596,7.0,80.0,1366.57763671875,1.0,16.48252478209675,11.428408165597634
Santo António,2016-10,3234.46630859375,51828.8818359375,7.0,82.0,1366.57763671875,1.0,16.023935724987528,11.714118369737575
Santo António,2016-11,3116.39990234375,46609.86962890625,6.0,80.0,1366.57763671875,1.0,14.956318057326524,13.333111114814754
Santo António,2016-12,3506.494140625,41867.01123046875,7.0,74.0,1366.57763671875,1.0,11.939848851143797,10.571277553177811
Santo António,2017-01,3506.494140625,48266.79479700606,7.0,74.0,1366.57763671875,1.0,13.764971930597826,10.571277553177811
Santo António,2017-02,3506.494140625,49381.99987513106,7.0,75.0,1366.57763671875,1.0,14.083011830736439,10.714132655247782
Santo António,2017-03,3400.64599609375,47930.69225794356,7.0,73.0,1366.57763671875,1.0,14.094584059482264,10.428422451107842
Santo António,2017-04,2856.1513671875,57321.15124231856,6.0,78.0,1366.57763671875,1.0,20.069366733818097,12.999783336944384
Santo António,2017-05,2407.1484375,57579.98083216231,5.0,79.0,1366.57763671875,1.0,23.920410367348303,15.799684006319874
Santo António,2017-06,3214.07177734375,52673.91686731856,7.0,74.0,1366.57763671875,1.0,16.38853108376985,10.571277553177811
Santo António,2017-07,2172.310546875,53217.94274622481,7.0,75.0,0.0,0.0,24.49831142833187,10.714132655247782
Santo António,2017-08,1579.6474609375,61594.709081533365,5.0,73.0,0.0,0.0,38.99269090440511,14.599708005839885
Santo António,2017-09,1885.51806640625,62145.879491689615,6.0,73.0,0.0,0.0,32.959576098987206,12.166463892268462
Santo António,2017-10,3171.97509765625,61433.517187002115,7.0,70.0,0.0,0.0,19.367590652157336,9.99985714489793
Santo António,2017-11,3171.97509765625,66576.96835887711,7.0,70.0,0.0,0.0,20.989120094025438,9.99985714489793
Santo António,2017-12,2781.880859375,65238.497655752115,6.0,72.0,0.0,0.0,23.451218297424603,11.999800003333279
Santo António,2018-01,2781.880859375,59711.24680405855,6.0,71.0,0.0,0.0,21.464342894626864,11.833136114398094
Santo António,2018-02,3784.9853515625,58891.7179954648,8.0,71.0,0.0,0.0,15.559298377528346,8.874889063886702
Santo António,2018-03,3727.171875,59323.2990501523,7.0,70.0,0.0,0.0,15.91643730100549,9.99985714489793
Santo António,2018-04,3727.171875,49459.9289329648,7.0,65.0,0.0,0.0,13.270095736047919,9.285581634548079
Santo António,2018-05,3727.171875,48649.8254173398,7.0,67.0,0.0,0.0,13.05274501516389,9.571291838688019
Santo António,2018-06,2920.24853515625,55847.8996360898,5.0,76.0,0.0,0.0,19.124364605037,15.19969600607988
Santo António,2018-07,2595.43212890625,56114.62961655855,4.0,79.0,0.0,0.0,21.620533563384935,19.74950626234344
Santo António,2018-08,2595.43212890625,46562.91259765625,4.0,77.0,0.0,0.0,17.940330739161116,19.24951876203095
Santo António,2018-09,2289.5615234375,47414.33154296875,3.0,78.0,0.0,0.0,20.708912596019957,25.999133362221258
Santo António,2018-10,1003.1044921875,53363.87229408696,2.0,86.0,0.0,0.0,53.19871198846252,42.99785010749462
Santo António,2018-11,1003.1044921875,57996.01243080571,2.0,93.0,0.0,0.0,57.81651572776881,46.49767511624418
Santo António,2018-12,1003.1044921875,56622.17209877446,2.0,90.0,0.0,0.0,56.44692740893231,44.99775011249437
Santo António,2019-01,1464.703125,55407.807623077184,3.0,89.0,0.0,0.0,37.828692309377,29.66567781073964
Santo António,2019-02,461.5986328125,56309.006353545934,1.0,91.0,0.0,0.0,121.98691710104517,90.99090090990902
Santo António,2019-03,461.5986328125,56988.22071882709,1.0,92.0,0.0,0.0,123.45835607390096,91.99080091990801
Santo António,2019-04,461.5986328125,56953.54103132709,1.0,93.0,0.0,0.0,123.38322656197899,92.990700929907
Santo António,2019-05,461.5986328125,58855.17579695209,1.0,92.0,0.0,0.0,127.50289724226536,91.99080091990801
Santo António,2019-06,786.85205078125,54920.81496692075,2.0,86.0,0.0,0.0,69.7981379505552,42.99785010749462
