Freguesia,AnoMes,Stock_12M_ALV_Nova_Construcao_Area,Stock_12M_ALV_Reabilitacao_Area,Stock_12M_ALV_Nova_Construcao_Count,Stock_12M_ALV_Reabilitacao_Count,Stock_12M_ALV_Demolicao_Area,Stock_12M_ALV_Demolicao_Count,Racio_Gentrificacao_ALV_Area,Racio_Gentrificacao_ALV_Count
Belém,2017-10,5644.0166015625,20217.6513671875,8.0,44.0,0.0,0.0,3.582138827050318,5.4999312508593645
Belém,2017-11,5644.0166015625,17107.21044921875,8.0,44.0,0.0,0.0,3.0310346963506962,5.4999312508593645
Belém,2017-12,4724.9453125,17120.78271484375,7.0,43.0,0.0,0.0,3.623487939045846,6.142769389008729
Belém,2018-01,4193.654296875,17931.95458984375,6.0,45.0,0.0,0.0,4.275973385695818,7.499875002083299
Belém,2018-02,3047.15234375,14880.35986328125,5.0,46.0,0.0,0.0,4.883365744894807,9.199816003679928
Belém,2018-03,1580.21337890625,15805.34423828125,4.0,49.0,0.0,0.0,10.00203102255587,12.24969375765606
Belém,2018-04,1580.21337890625,15758.11962890625,4.0,50.0,0.0,0.0,9.972146067133464,12.499687507812306
Belém,2018-05,795.90771484375,15230.3115234375,3.0,49.0,0.0,0.0,19.13577331368139,16.33278890703643
Belém,2018-06,795.90771484375,11066.03466796875,3.0,44.0,0.0,0.0,13.903663793200973,14.66617779407353
Belém,2018-07,795.90771484375,10648.24267578125,3.0,41.0,0.0,0.0,13.37873868957007,13.666211126295789
Belém,2018-08,795.90771484375,11178.6669921875,3.0,42.0,0.0,0.0,14.045178076787774,13.99953334888837
Belém,2018-09,675.63818359375,11914.0205078125,2.0,44.0,0.0,0.0,17.633726206930277,21.998900054997247
Belém,2018-10,378.55419921875,13228.7431640625,1.0,46.0,0.0,0.0,34.94543105536938,45.995400459954006
Belém,2018-11,378.55419921875,14432.296875,1.0,48.0,0.0,0.0,38.12477339389615,47.995200479952004
Belém,2018-12,3799.6513671875,14552.94482421875,2.0,51.0,0.0,0.0,3.8300736133019146,25.49872506374681
Belém,2019-01,3799.6513671875,14480.8984375,2.0,50.0,0.0,0.0,3.811112298733745,24.99875006249687
Belém,2019-02,3799.6513671875,14004.3837890625,2.0,46.0,0.0,0.0,3.6857022045310215,22.998850057497123
Belém,2019-03,3910.56103515625,14350.89697265625,3.0,47.0,0.0,0.0,3.6697794706853104,15.666144461851271
Belém,2019-04,3910.56103515625,14820.44970703125,3.0,46.0,0.0,0.0,3.789852452067364,15.33282223925869
Belém,2019-05,3532.0068359375,14381.6552734375,2.0,45.0,0.0,0.0,4.071808332850903,22.498875056247186
Belém,2019-06,3532.0068359375,15170.74951171875,2.0,47.0,0.0,0.0,4.295220758872032,23.49882505874706
Belém,2019-07,3532.0068359375,19102.060546875,2.0,54.0,0.0,0.0,5.4082737925894655,26.998650067496623
Belém,2019-08,4407.5537109375,20136.64697265625,3.0,53.0,0.0,0.0,4.568667300824882,17.666077797406754
Belém,2019-09,4407.5537109375,19376.349609375,3.0,52.0,0.0,0.0,4.396168587049784,17.332755574814172
Belém,2019-10,4407.5537109375,17339.193359375,3.0,47.0,243.07421875,2.0,3.9339720178451776,15.666144461851271
Belém,2019-11,4407.5537109375,16511.90869140625,3.0,45.0,243.07421875,2.0,3.746275008697878,14.99950001666611
Belém,2019-12,986.45654296875,16459.78955078125,2.0,46.0,243.07421875,2.0,16.68577090346857,22.998850057497123
Belém,2020-01,986.45654296875,43532.801827996955,2.0,45.0,243.07421875,2.0,44.13047662894195,22.498875056247186
Belém,2020-02,1074.3623046875,44137.287667840705,3.0,47.0,243.07421875,2.0,41.082308423365696,15.666144461851271
Belém,2020-03,963.45263671875,43210.823312371955,2.0,47.0,243.07421875,2.0,44.849966859335424,23.49882505874706
Belém,2020-04,963.45263671875,43002.044503778205,2.0,50.0,243.07421875,2.0,44.63326831187497,24.99875006249687
Belém,2020-05,963.45263671875,43494.596749871955,2.0,53.0,243.07421875,2.0,45.1445048544907,26.498675066246683
Belém,2020-06,963.45263671875,42743.052804559455,2.0,51.0,243.07421875,2.0,44.3644521163854,25.49872506374681
Belém,2020-07,1104.0556640625,40503.717355340705,3.0,48.0,243.07421875,2.0,36.68629671956299,15.999466684443851
Belém,2020-08,228.5087890625,40469.090890496955,2.0,50.0,243.07421875,2.0,177.10072923871314,24.99875006249687
Belém,2020-09,228.5087890625,40662.867257684455,2.0,49.0,243.07421875,2.0,177.94873286772952,24.498775061246935
Belém,2020-10,228.5087890625,41816.048898309455,2.0,53.0,0.0,0.0,182.99528333391115,26.498675066246683
Belém,2020-11,228.5087890625,42180.874093621955,2.0,55.0,0.0,0.0,184.59183039520605,27.49862506874656
Belém,2020-12,2586.8291015625,41319.704660028205,3.0,51.0,0.0,0.0,15.97310894552691,16.99943335222159
Belém,2021-01,2586.8291015625,13983.95556640625,3.0,55.0,0.0,0.0,5.405828710283478,18.332722242591913
Belém,2021-02,3067.3701171875,15219.2880859375,3.0,61.0,0.0,0.0,4.961673032051607,20.332655578147392
Belém,2021-03,3067.3701171875,15691.77880859375,3.0,59.0,0.0,0.0,5.115710754661263,19.666011132962232
Belém,2021-04,3199.8466796875,15857.00634765625,4.0,59.0,0.0,0.0,4.955551762139329,14.749631259218521
Belém,2021-05,3199.8466796875,15339.64501953125,4.0,56.0,0.0,0.0,4.7938686054928334,13.999650008749782
