Freguesia,AnoMes,Stock_12M_PED_Nova_Construcao_Area,Stock_12M_PED_Reabilitacao_Area,Stock_12M_PED_Nova_Construcao_Count,Stock_12M_PED_Reabilitacao_Count,Stock_12M_PED_Demolicao_Area,Stock_12M_PED_Demolicao_Count,Racio_Gentrificacao_PED_Area,Racio_Gentrificacao_PED_Count
Misericórdia,2021-09,531.83203125,46036.3759765625,2.0,112.0,0.0,0.0,86.56185527632597,55.997200139993
Misericórdia,2021-10,531.83203125,46309.72021484375,2.0,111.0,0.0,0.0,87.07582241411208,55.497225138743055
Misericórdia,2021-11,112.046875,46690.30712890625,1.0,112.0,0.0,0.0,416.7029688120206,111.98880111988801
Misericórdia,2021-12,112.046875,43958.9501953125,1.0,108.0,0.0,0.0,392.32607748056114,107.98920107989201
Misericórdia,2022-01,214.88623046875,42547.9580078125,2.0,105.0,0.0,0.0,198.00216195697038,52.49737513124343
Misericórdia,2022-02,752.2880859375,43050.884765625,3.0,110.0,0.0,0.0,57.22658626092217,36.665444485183826
Misericórdia,2022-03,752.2880859375,44317.11083984375,3.0,109.0,0.0,0.0,58.90975249679863,36.33212226259124
Misericórdia,2022-04,752.2880859375,41118.41259765625,3.0,106.0,0.0,0.0,54.65779386979814,35.33215559481351
Misericórdia,2022-05,752.2880859375,46946.24267578125,3.0,111.0,0.0,0.0,62.40459913281363,36.998766707776404
Misericórdia,2022-06,640.2412109375,44169.67822265625,2.0,103.0,0.0,0.0,68.98910999351004,51.49742512874356
Misericórdia,2022-07,640.2412109375,43996.1181640625,2.0,101.0,0.0,0.0,68.71802461424952,50.497475126243685
Misericórdia,2022-08,640.2412109375,45991.07958984375,2.0,107.0,0.0,0.0,71.83397697736717,53.49732513374331
Misericórdia,2022-09,640.2412109375,46940.9912109375,2.0,114.0,0.0,0.0,73.31765446719176,56.99715014249287
Misericórdia,2022-10,640.2412109375,45298.36865234375,2.0,111.0,0.0,0.0,70.75202408606488,55.497225138743055
Misericórdia,2022-11,640.2412109375,42220.68212890625,2.0,104.0,0.0,0.0,65.9449513919726,51.997400129993494
Misericórdia,2022-12,640.2412109375,44348.34912109375,2.0,103.0,0.0,0.0,69.26817805017117,51.49742512874356
Misericórdia,2023-01,537.40185546875,44646.2529296875,1.0,108.0,0.0,0.0,83.07795026675092,107.98920107989201
Misericórdia,2023-02,1276.4345703125,48637.00390625,2.0,107.0,0.0,0.0,38.103794136477475,53.49732513374331
Misericórdia,2023-03,1276.4345703125,46993.85205078125,2.0,106.0,0.0,0.0,36.81649609163005,52.99735013249337
Misericórdia,2023-04,1538.25830078125,60605.45898437505,3.0,106.0,0.0,0.0,39.3987505308567,35.33215559481351
Misericórdia,2023-05,1538.25830078125,55773.1635742188,3.0,103.0,0.0,0.0,36.25734372449567,34.332188927035766
Misericórdia,2023-06,1582.7236328125,55799.9555664063,4.0,112.0,0.0,0.0,35.25565100818308,27.999300017499564
Misericórdia,2023-07,1894.24365234375,53999.72753906255,5.0,106.0,0.0,0.0,28.507274986256984,21.19957600847983
Misericórdia,2023-08,1894.24365234375,52104.8344726563,5.0,103.0,0.0,0.0,27.506932203517593,20.599588008239838
Misericórdia,2023-09,1894.24365234375,51553.9555664063,5.0,96.0,0.0,0.0,27.216114875722056,19.199616007679847
