date,Year,Month,parish,price_m2,imputed_flag,Num_Estacoes_Metro,Num_Estacoes_Comboio,Num_Prestadores_Saude,Area_km2,Densidade_Estacoes_Metro_km2,Densidade_Estacoes_Comboio_km2,Densidade_Prestadores_Saude_km2,Num_Estabelecimentos_Ensino_Superior,Densidade_Estabelecimentos_Ensino_Superior_km2,Num_Escolas_Publicas,Densidade_Escolas_Publicas_km2,Num_Escolas_Privadas,Densidade_Escolas_Privadas_km2,Num_Jardins_Parques_Urbanos,Densidade_Jardins_Parques_Urbanos_km2,Num_Museus,Densidade_Museus_km2,Num_Mercados,Densidade_Mercados_km2,Num_Supermercados,Densidade_Supermercados_km2,MeanNightimeRadianceVIIRS,date_key,Stock_12M_PED_Nova_Construcao_Area,Stock_12M_PED_Reabilitacao_Area,Stock_12M_PED_Nova_Construcao_Count,Stock_12M_PED_Reabilitacao_Count,Stock_12M_PED_Demolicao_Area,Stock_12M_PED_Demolicao_Count,Racio_Gentrificacao_PED_Area,Racio_Gentrificacao_PED_Count,Stock_12M_ALV_Nova_Construcao_Area,Stock_12M_ALV_Reabilitacao_Area,Stock_12M_ALV_Nova_Construcao_Count,Stock_12M_ALV_Reabilitacao_Count,Stock_12M_ALV_Demolicao_Area,Stock_12M_ALV_Demolicao_Count,Racio_Gentrificacao_ALV_Area,Racio_Gentrificacao_ALV_Count,Densidade_AL_km2,Densidade_Capacidade_km2,capacidade_media_por_al,al_growth_rate,racio_mercado_informal,Indice_Envelhecimento_2021,Proporcao_Populacao_Residente_Estrangeira_2021,Densidade_Populacional_2021,Variacao_Relativa_Populacao_Residente_2011_2021,Número_Residencia_Habitual_2011,Número_Residencia_Secundaria_2011,Número_Vago_Venda_Arrendamento_2011,Número_Vago_Outros_Motivos_2011,Número_Residencia_Habitual_2021,Número_Residencia_Secundaria_2021,Número_Vago_Venda_Arrendamento_2021,Número_Vago_Outros_Motivos_2021,Número_Total_Alojamentos_2021,Area_Freguesia_km2,Densidade_Alojamentos_Familiares_Classicos_2021,Percentagem_Residencia_Habitual_2021,Percentagem_Residencia_Secundaria_2021,Indice_Pressao_Habitacional_2021,Pct_Fogos_Vagos_2021,Número_Agregados_1_Pessoa_2021,Número_Agregados_2_Pessoas_2021,Número_Agregados_3_Pessoas_2021,Número_Agregados_4_Pessoas_2021,Número_Agregados_5_Pessoas_2021,Número_Agregados_6_Pessoas_2021,Número_Agregados_7_Pessoas_2021,Número_Agregados_8_Pessoas_2021,Número_Agregados_9_Mais_Pessoas_2021,Total_Agregados_2021,Dimensao_Media_Agregados_2021,Proporcao_Populacao_Residente_Ensino_Superior_Completo_2021,Variacao_absoluta_Proporcao_Populacao_Residente_Ensino_Superior_Completo_2011_2021,PCT_Edificios_Antigos,PCT_Edificios_Intermediarios,PCT_Edificios_Modernos
2016-08-01,2016,8,Misericórdia,17.5,0,1,1,5,2.19,0.4566210045662101,0.4566210045662101,2.2831050228310503,1,0.4566210045662101,7,3.1963470319634704,6,2.73972602739726,6,2.73972602739726,7,3.1963470319634704,1,0.4566210045662101,1,0.4566210045662101,83.18334604024744,2016-08,18926.9379882813,114371.10090057558,4.0,201.0,0.0,0.0,6.04276826854466,50.248743781405466,109.4296875,87089.2001953126,1.0,102.0,1138.330078125,5.0,795.8454657084352,101.989801019898,427.8538812785389,2490.867579908676,5.821771611526147,0.0434298440979954,0.0170757737459978,228.94,18.67,"4410,05",-25.958295001533276,6268,1409,1330,1482,4864,924,1847,1022,8657,2.19,3952.96803652968,56.18574563936699,10.673443456162644,1.0004111842105263,33.14081090447037,2232,1498,600,343,125,38,15,9,6,4866,1.949034114262228,39.66,9.819999999999997,0.8948679621325362,0.0612855007473841,0.0438465371200797
2016-08-01,2016,8,Parque das Nações,12.7,0,2,1,1,5.44,0.3676470588235294,0.1838235294117647,0.1838235294117647,1,0.1838235294117647,8,1.4705882352941175,16,2.941176470588235,7,1.2867647058823528,1,0.1838235294117647,0,0.0,2,0.3676470588235294,78.89026981656193,2016-08,13944.23920305166,241595.7382812505,7.0,18.0,0.0,0.0,17.325845679396647,2.571391837259468,2023.53070695791,10567.38671875,2.0,3.0,0.0,0.0,5.222251463834424,1.4999250037498124,12.683823529411764,53.49264705882353,4.217391304347826,0.078125,0.0,49.47,9.55,"4114,34",6.45422116527943,8283,1485,1074,671,9023,1147,495,656,11321,5.44,2081.0661764705883,79.70143980213761,10.131613815034008,1.0,10.166946382828373,2525,2708,1624,1606,412,105,26,11,6,9023,2.4660312534633717,56.07,3.25,0.0952380952380952,0.4453024453024453,0.4594594594594595
2016-08-01,2016,8,Penha de França,10.3,0,0,0,2,2.71,0.0,0.0,0.7380073800738007,0,0.0,10,3.690036900369004,9,3.321033210332103,0,0.0,1,0.3690036900369003,0,0.0,0,0.0,80.580343805918,2016-08,227.4482421875,10006.06103515625,1.0,33.0,1236.23193359375,1.0,43.99267516712706,32.996700329967005,0.0,869.10595703125,0.0,3.0,1236.23193359375,1.0,8691059.5703125,30000.0,22.878228782287824,130.99630996309963,5.725806451612903,0.0163934426229508,0.0161290322580645,246.69,14.93,"10507,38",1.8164265026638535,13016,1882,861,2026,13241,1583,1485,1382,17691,2.71,6528.044280442805,74.84596687581256,8.948052682154769,1.0005286609772677,16.205980442032672,4918,4545,2110,1128,337,96,51,30,33,13248,2.1139039855072466,35.02,11.940000000000005,0.7298969072164948,0.2424742268041237,0.0276288659793814
2016-08-01,2016,8,Santa Maria Maior,18.0,0,5,1,2,3.01,1.6611295681063123,0.3322259136212624,0.6644518272425249,2,0.6644518272425249,4,1.32890365448505,3,0.9966777408637876,2,0.6644518272425249,18,5.980066445182724,0,0.0,4,1.32890365448505,79.05507430678294,2016-08,577.86474609375,129331.0207955232,3.0,253.0,0.0,0.0,223.80842453001745,84.33052231592279,212.30810546875,56522.36575928237,1.0,116.0,0.0,0.0,266.2278908838594,115.988401159884,451.1627906976744,2472.425249169436,5.480117820324006,0.0195195195195194,0.008100147275405,258.83,33.28,"3339,2",-21.61129309000156,5926,1285,1117,2324,4545,732,1377,1038,7692,3.01,2555.481727574751,59.08736349453978,9.51638065522621,1.004180418041804,31.396255850234013,1993,1371,560,325,132,65,50,17,51,4564,2.1275197195442592,29.01,8.060000000000002,0.8645096056622852,0.1016177957532861,0.0338725985844287
2016-08-01,2016,8,Santo António,13.1,0,3,0,6,1.49,2.0134228187919465,0.0,4.026845637583893,2,1.342281879194631,4,2.684563758389262,0,0.0,5,3.355704697986577,4,2.684563758389262,0,0.0,7,4.697986577181208,123.9127749951988,2016-08,2814.94873046875,97210.34483342525,3.0,145.0,0.0,0.0,34.53360991192071,48.33172227592413,3234.46630859375,54102.94910369346,7.0,79.0,1366.57763671875,1.0,16.727009116541055,11.285553063527663,300.6711409395973,2391.9463087248323,7.955357142857143,0.0717703349282297,0.0892857142857142,213.25,17.34,"7422,82",-6.556269009800609,5482,1043,791,1153,5163,1003,1216,870,8252,1.49,5538.255033557047,62.56665050896753,12.154629180804651,1.0013558008909549,25.278720310227826,2109,1638,674,498,173,53,13,3,9,5170,2.084719535783365,54.62,13.309999999999995,0.7743031951053705,0.150237933378654,0.0754588715159755
2016-08-01,2016,8,São Domingos de Benfica,10.6,0,3,1,5,4.29,0.6993006993006993,0.2331002331002331,1.1655011655011656,7,1.6317016317016315,7,1.6317016317016315,24,5.594405594405594,8,1.8648018648018647,3,0.6993006993006993,1,0.2331002331002331,4,0.9324009324009324,108.42531632542058,2016-08,16861.26611328125,40276.30810546885,8.0,25.0,0.0,0.0,2.388688227562891,3.1249609379882752,2746.96630859375,3768.75634765625,4.0,10.0,0.0,0.0,1.371970307269095,2.499937501562461,3.7296037296037294,36.36363636363637,9.75,0.0,0.0,199.49,6.31,"7943,12",3.126229458584269,14833,2028,847,2125,15852,2371,867,1219,20309,4.29,4734.032634032634,78.05406470037914,11.674627012654488,1.0008831693161746,10.27130828696637,5705,5453,2434,1714,424,92,26,7,11,15866,2.1289549981091644,57.26,9.329999999999998,0.369640787949015,0.5237543453070683,0.1066048667439165
2016-08-01,2016,8,São Vicente,12.0,0,1,1,1,1.99,0.5025125628140703,0.5025125628140703,0.5025125628140703,0,0.0,6,3.0150753768844223,7,3.5175879396984926,5,2.512562814070352,2,1.0050251256281406,0,0.0,0,0.0,67.38399513175044,2016-08,4995.69287109375,29613.7578125,2.0,58.0,168.0009765625,1.0,5.927857853525455,28.99855007249637,988.96875,5127.4443359375,4.0,15.0,0.0,0.0,5.184636842644236,3.749906252343692,159.79899497487438,794.9748743718593,4.9748427672955975,0.0392156862745098,0.0094339622641509,260.91,19.86,"7013,07",-9.01623313123411,7416,1216,1003,1203,6928,804,1327,1111,10170,1.99,5110.552763819095,68.12192723697149,7.905604719764011,1.0001443418013858,23.972468043264502,2869,2361,1004,481,115,56,24,8,11,6929,1.9871554336845143,35.05,13.099999999999998,0.8392382639503986,0.1275465013286094,0.033215234720992
2016-09-01,2016,9,Alvalade,10.8,0,3,1,4,5.34,0.5617977528089888,0.1872659176029962,0.7490636704119851,12,2.247191011235955,15,2.808988764044944,39,7.3033707865168545,8,1.49812734082397,3,0.5617977528089888,2,0.3745318352059925,3,0.5617977528089888,104.9923017517981,2016-09,2005.85546875,33410.8798828125,4.0,60.0,253.3447265625,1.0,16.656672795057393,14.999625009374766,1195.4326171875,14040.947265625,1.0,29.0,0.0,0.0,11.745493547022203,28.997100289971,6.367041198501873,48.68913857677903,7.647058823529412,0.1724137931034481,0.0,239.34,5.38,"6237,64",4.702480118190676,14104,2477,642,1534,14765,1659,888,1559,18871,5.34,3533.8951310861426,78.24174659530496,8.791267023475173,1.0010159160176093,12.96698638121986,5328,4656,2370,1734,515,113,39,13,12,14780,2.1937753721244926,56.03,13.04,0.7135395741261551,0.2466854158296504,0.0397750100441944
2016-09-01,2016,9,Areeiro,10.8,0,1,0,0,1.74,0.5747126436781609,0.0,0.0,1,0.5747126436781609,4,2.2988505747126435,10,5.747126436781609,8,4.597701149425287,0,0.0,1,0.5747126436781609,7,4.022988505747127,128.13696907336896,2016-09,1833.546875,15759.9599609375,2.0,38.0,0.0,0.0,8.595340166257534,18.999050047497622,0.0,4503.64013671875,0.0,12.0,0.0,0.0,45036401.3671875,120000.0,29.885057471264368,295.97701149425285,9.903846153846152,0.1063829787234043,0.1346153846153846,208.12,7.86,"12302,33",5.111519546967363,8991,1553,782,1203,9452,1319,1028,730,12529,1.74,7200.574712643678,75.44097693351425,10.527576023625189,1.0006347862886162,14.031447042860565,3362,3046,1484,1068,349,101,28,7,13,9458,2.209558046098541,55.88,11.770000000000003,0.6884531590413944,0.2643427741466957,0.0472040668119099
2016-09-01,2016,9,Arroios,11.7,0,4,0,6,2.13,1.8779342723004693,0.0,2.8169014084507045,3,1.4084507042253522,8,3.755868544600939,27,12.67605633802817,6,2.8169014084507045,1,0.4694835680751174,1,0.4694835680751174,3,1.4084507042253522,111.31253012250562,2016-09,21005.5756835938,73558.18847656256,8.0,138.0,1158.72705078125,2.0,3.501841093735429,17.249784377695278,697.8017578125,18370.8955078125,2.0,47.0,561.4599609375,1.0,26.326807964373145,23.49882505874706,213.6150234741784,1866.197183098592,8.736263736263735,0.0388127853881279,0.0131868131868131,236.25,23.33,"15634,74",5.209616781979591,14327,2582,1544,2558,15025,1933,1559,2331,20848,2.13,9787.793427230048,72.06926323867997,9.271872601688411,1.0019301164725458,18.65886415963162,5702,4936,2177,1388,479,169,92,42,69,15054,2.169988043045038,46.49,14.560000000000002,0.7720961733830003,0.1842194378598036,0.043684388757196
2016-09-01,2016,9,Avenidas Novas,12.2,0,6,1,5,2.99,2.0066889632107023,0.334448160535117,1.672240802675585,2,0.6688963210702341,5,1.672240802675585,17,5.68561872909699,9,3.0100334448160533,3,1.0033444816053512,1,0.334448160535117,10,3.34448160535117,130.47041804224378,2016-09,2627.63916015625,79149.02623991104,5.0,102.0,0.0,0.0,30.121724637043407,20.39959200815984,1197.8623046875,35643.58984375,2.0,46.0,0.0,0.0,29.75599676913539,22.998850057497123,39.79933110367893,498.6622073578595,12.529411764705882,0.0258620689655173,0.0084033613445378,209.78,9.97,"7779,6",7.565317919075144,9607,2005,969,1846,10432,2087,1034,1224,14777,2.99,4942.140468227424,70.59619679231238,14.123299722541788,1.0012461656441718,15.280503485145836,3937,3286,1512,1109,432,119,34,9,7,10445,2.175969363331738,61.13,11.830000000000004,0.541785105173394,0.3501989766913019,0.1080159181353041
2016-09-01,2016,9,Belém,10.966666666666669,1,0,1,1,10.43,0.0,0.0958772770853307,0.0958772770853307,1,0.0958772770853307,10,0.9587727708533078,41,3.930968360498562,12,1.1505273250239694,9,0.862895493767977,0,0.0,0,0.0,60.517026450979166,2016-09,4968.3173828125,39186.53353764862,6.0,89.0,885.10302734375,11.0,7.887284512958626,14.833086115231414,2615.39404296875,13550.42041015625,7.0,35.0,885.10302734375,11.0,5.181024224048725,4.999928572448965,6.13614573346117,36.24161073825504,5.90625,0.0847457627118644,0.0,183.08,7.12,"1586,39",0.1089060987415295,6997,913,551,978,7154,791,550,879,9374,10.43,898.7535953978908,76.31747386387882,8.4382334115639,1.0001397819401734,15.244292724557289,2445,2283,1081,872,340,97,26,6,5,7155,2.277987421383648,56.95,9.670000000000002,0.5694974003466204,0.3403812824956672,0.0901213171577123
2016-09-01,2016,9,Benfica,9.3,0,1,1,3,8.02,0.1246882793017456,0.1246882793017456,0.3740648379052369,3,0.3740648379052369,14,1.745635910224439,17,2.119700748129676,7,0.8728179551122195,0,0.0,2,0.2493765586034912,4,0.4987531172069825,67.90701210342365,2016-09,1118.04248046875,12254.00830078125,2.0,28.0,152.638671875,1.0,10.960233997209338,13.99930003499825,0.0,13300.33056640625,0.0,13.0,396.35205078125,1.0,133003305.6640625,130000.0,0.9975062344139652,5.112219451371572,5.125,0.0,0.0,263.21,5.98,"4409,23",-4.3882655130458295,16577,2223,807,1682,16488,1958,998,1436,20880,8.02,2603.491271820449,78.96551724137932,9.377394636015325,1.0006065016982049,11.657088122605364,5949,5767,2561,1607,395,123,52,23,21,16498,2.124136258940477,40.47,10.45,0.4115523465703971,0.529482551143201,0.0589651022864019
2016-09-01,2016,9,Campo de Ourique,11.2,0,0,0,2,1.65,0.0,0.0,1.2121212121212122,1,0.6060606060606061,13,7.878787878787879,21,12.727272727272728,2,1.2121212121212122,3,1.8181818181818183,1,0.6060606060606061,2,1.2121212121212122,108.49879350301995,2016-09,696.62841796875,54276.496888920665,3.0,77.0,0.0,0.0,77.91311364510554,25.66581113962868,5964.572265625,39302.38440284133,4.0,30.0,159.59912109375,1.0,6.58930464644015,7.499812504687383,58.18181818181819,366.06060606060606,6.291666666666667,0.0786516853932584,0.0,221.51,11.26,"13418,18",0.0904159132007233,10346,1432,777,1222,10370,998,978,1278,13624,1.65,8256.969696969698,76.11567821491487,7.325308279506753,1.000096432015429,16.559013505578392,4094,3290,1427,1067,355,103,27,6,2,10371,2.1088612477099606,47.01,12.86,0.6895570906135717,0.2584315318976026,0.0520113774888256
2016-09-01,2016,9,Campolide,11.8,0,1,1,1,2.77,0.3610108303249097,0.3610108303249097,0.3610108303249097,1,0.3610108303249097,4,1.444043321299639,9,3.249097472924188,5,1.8050541516245489,0,0.0,0,0.0,0,0.0,124.00843566936176,2016-09,844.6328125,10002.00146484375,4.0,37.0,0.0,0.0,11.84183248938189,9.249768755781108,0.0,9857.34716796875,0.0,16.0,0.0,0.0,98573471.6796875,160000.0,7.9422382671480145,35.74007220216606,4.5,0.0476190476190476,0.0,205.92,10.48,"5338,27",-4.353169469598965,6581,1007,636,1000,6636,884,611,972,9103,2.77,3286.2815884476536,72.89904427111941,9.711084257936944,1.0009041591320071,17.389871470943643,2529,2165,1038,639,191,55,15,5,5,6642,2.1084010840108403,36.34,10.520000000000003,0.6314855875831485,0.3073170731707317,0.0611973392461197
