parish,date,Year,Month,novos_al,novas_camas,novos_lag_admin,novos_legalizados_informal,total_al_acumulado,total_camas_acumulado,stock_lag_admin_acumulado,stock_legalizados_informal_acumulado,Area_km2,Densidade_AL_km2,Densidade_Capacidade_km2,capacidade_media_por_al,racio_mercado_informal,al_growth_rate
Ajuda,2008-03-01,2008,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.88,0.0,0.0,0.0,0.0,0.0
Ajuda,2008-04-01,2008,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.88,0.0,0.0,0.0,0.0,0.0
Ajuda,2008-05-01,2008,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.88,0.0,0.0,0.0,0.0,0.0
Ajuda,2008-06-01,2008,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.88,0.0,0.0,0.0,0.0,0.0
Ajuda,2008-07-01,2008,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.88,0.0,0.0,0.0,0.0,0.0
Ajuda,2008-08-01,2008,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.88,0.0,0.0,0.0,0.0,0.0
Ajuda,2008-09-01,2008,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.88,0.0,0.0,0.0,0.0,0.0
Ajuda,2008-10-01,2008,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.88,0.0,0.0,0.0,0.0,0.0
Ajuda,2008-11-01,2008,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.88,0.0,0.0,0.0,0.0,0.0
Ajuda,2008-12-01,2008,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.88,0.0,0.0,0.0,0.0,0.0
Ajuda,2009-01-01,2009,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.88,0.0,0.0,0.0,0.0,0.0
Ajuda,2009-02-01,2009,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.88,0.0,0.0,0.0,0.0,0.0
Ajuda,2009-03-01,2009,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.88,0.0,0.0,0.0,0.0,0.0
Ajuda,2009-04-01,2009,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.88,0.0,0.0,0.0,0.0,0.0
Ajuda,2009-05-01,2009,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.88,0.0,0.0,0.0,0.0,0.0
Ajuda,2009-06-01,2009,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.88,0.0,0.0,0.0,0.0,0.0
Ajuda,2009-07-01,2009,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.88,0.0,0.0,0.0,0.0,0.0
Ajuda,2009-08-01,2009,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.88,0.0,0.0,0.0,0.0,0.0
Ajuda,2009-09-01,2009,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.88,0.0,0.0,0.0,0.0,0.0
Ajuda,2009-10-01,2009,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.88,0.0,0.0,0.0,0.0,0.0
Ajuda,2009-11-01,2009,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.88,0.0,0.0,0.0,0.0,0.0
Ajuda,2009-12-01,2009,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.88,0.0,0.0,0.0,0.0,0.0
Ajuda,2010-01-01,2010,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.88,0.0,0.0,0.0,0.0,0.0
Ajuda,2010-02-01,2010,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.88,0.0,0.0,0.0,0.0,0.0
Ajuda,2010-03-01,2010,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.88,0.0,0.0,0.0,0.0,0.0
Ajuda,2010-04-01,2010,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.88,0.0,0.0,0.0,0.0,0.0
Ajuda,2010-05-01,2010,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.88,0.0,0.0,0.0,0.0,0.0
Ajuda,2010-06-01,2010,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.88,0.0,0.0,0.0,0.0,0.0
Ajuda,2010-07-01,2010,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.88,0.0,0.0,0.0,0.0,0.0
Ajuda,2010-08-01,2010,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.88,0.0,0.0,0.0,0.0,0.0
Ajuda,2010-09-01,2010,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.88,0.0,0.0,0.0,0.0,0.0
Ajuda,2010-10-01,2010,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.88,0.0,0.0,0.0,0.0,0.0
Ajuda,2010-11-01,2010,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.88,0.0,0.0,0.0,0.0,0.0
Ajuda,2010-12-01,2010,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.88,0.0,0.0,0.0,0.0,0.0
Ajuda,2011-01-01,2011,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.88,0.0,0.0,0.0,0.0,0.0
Ajuda,2011-02-01,2011,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.88,0.0,0.0,0.0,0.0,0.0
Ajuda,2011-03-01,2011,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.88,0.0,0.0,0.0,0.0,0.0
Ajuda,2011-04-01,2011,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.88,0.0,0.0,0.0,0.0,0.0
Ajuda,2011-05-01,2011,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.88,0.0,0.0,0.0,0.0,0.0
Ajuda,2011-06-01,2011,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.88,0.0,0.0,0.0,0.0,0.0
Ajuda,2011-07-01,2011,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.88,0.0,0.0,0.0,0.0,0.0
Ajuda,2011-08-01,2011,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.88,0.0,0.0,0.0,0.0,0.0
Ajuda,2011-09-01,2011,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.88,0.0,0.0,0.0,0.0,0.0
Ajuda,2011-10-01,2011,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.88,0.0,0.0,0.0,0.0,0.0
Ajuda,2011-11-01,2011,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.88,0.0,0.0,0.0,0.0,0.0
Ajuda,2011-12-01,2011,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.88,0.0,0.0,0.0,0.0,0.0
Ajuda,2012-01-01,2012,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.88,0.0,0.0,0.0,0.0,0.0
Ajuda,2012-02-01,2012,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.88,0.0,0.0,0.0,0.0,0.0
Ajuda,2012-03-01,2012,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.88,0.0,0.0,0.0,0.0,0.0
Ajuda,2012-04-01,2012,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.88,0.0,0.0,0.0,0.0,0.0
Ajuda,2012-05-01,2012,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.88,0.0,0.0,0.0,0.0,0.0
Ajuda,2012-06-01,2012,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.88,0.0,0.0,0.0,0.0,0.0
Ajuda,2012-07-01,2012,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.88,0.0,0.0,0.0,0.0,0.0
Ajuda,2012-08-01,2012,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.88,0.0,0.0,0.0,0.0,0.0
Ajuda,2012-09-01,2012,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.88,0.0,0.0,0.0,0.0,0.0
Ajuda,2012-10-01,2012,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.88,0.0,0.0,0.0,0.0,0.0
Ajuda,2012-11-01,2012,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.88,0.0,0.0,0.0,0.0,0.0
Ajuda,2012-12-01,2012,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.88,0.0,0.0,0.0,0.0,0.0
Ajuda,2013-01-01,2013,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.88,0.0,0.0,0.0,0.0,0.0
Ajuda,2013-02-01,2013,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.88,0.0,0.0,0.0,0.0,0.0
Ajuda,2013-03-01,2013,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.88,0.0,0.0,0.0,0.0,0.0
Ajuda,2013-04-01,2013,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.88,0.0,0.0,0.0,0.0,0.0
Ajuda,2013-05-01,2013,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.88,0.0,0.0,0.0,0.0,0.0
Ajuda,2013-06-01,2013,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.88,0.0,0.0,0.0,0.0,0.0
Ajuda,2013-07-01,2013,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.88,0.0,0.0,0.0,0.0,0.0
Ajuda,2013-08-01,2013,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.88,0.0,0.0,0.0,0.0,0.0
Ajuda,2013-09-01,2013,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.88,0.0,0.0,0.0,0.0,0.0
Ajuda,2013-10-01,2013,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.88,0.0,0.0,0.0,0.0,0.0
Ajuda,2013-11-01,2013,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.88,0.0,0.0,0.0,0.0,0.0
Ajuda,2013-12-01,2013,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.88,0.0,0.0,0.0,0.0,0.0
Ajuda,2014-01-01,2014,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.88,0.0,0.0,0.0,0.0,0.0
Ajuda,2014-02-01,2014,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.88,0.0,0.0,0.0,0.0,0.0
Ajuda,2014-03-01,2014,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.88,0.0,0.0,0.0,0.0,0.0
Ajuda,2014-04-01,2014,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.88,0.0,0.0,0.0,0.0,0.0
Ajuda,2014-05-01,2014,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.88,0.0,0.0,0.0,0.0,0.0
Ajuda,2014-06-01,2014,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.88,0.0,0.0,0.0,0.0,0.0
Ajuda,2014-07-01,2014,7,1.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,2.88,0.3472222222222222,0.6944444444444444,2.0,0.0,0.0
Ajuda,2014-08-01,2014,8,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,2.88,0.3472222222222222,0.6944444444444444,2.0,0.0,0.0
Ajuda,2014-09-01,2014,9,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,2.88,0.3472222222222222,0.6944444444444444,2.0,0.0,0.0
Ajuda,2014-10-01,2014,10,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,2.88,0.3472222222222222,0.6944444444444444,2.0,0.0,0.0
Ajuda,2014-11-01,2014,11,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,2.88,0.3472222222222222,0.6944444444444444,2.0,0.0,0.0
Ajuda,2014-12-01,2014,12,2.0,7.0,0.0,0.0,3.0,9.0,0.0,0.0,2.88,1.0416666666666667,3.125,3.0,0.0,2.0
Ajuda,2015-01-01,2015,1,0.0,0.0,0.0,0.0,3.0,9.0,0.0,0.0,2.88,1.0416666666666667,3.125,3.0,0.0,0.0
Ajuda,2015-02-01,2015,2,0.0,0.0,0.0,0.0,3.0,9.0,0.0,0.0,2.88,1.0416666666666667,3.125,3.0,0.0,0.0
Ajuda,2015-03-01,2015,3,1.0,4.0,0.0,0.0,4.0,13.0,0.0,0.0,2.88,1.3888888888888888,4.513888888888889,3.25,0.0,0.33333333333333326
Ajuda,2015-04-01,2015,4,0.0,0.0,0.0,0.0,4.0,13.0,0.0,0.0,2.88,1.3888888888888888,4.513888888888889,3.25,0.0,0.0
Ajuda,2015-05-01,2015,5,1.0,5.0,0.0,0.0,5.0,18.0,0.0,0.0,2.88,1.7361111111111112,6.25,3.6,0.0,0.25
Ajuda,2015-06-01,2015,6,2.0,6.0,0.0,0.0,7.0,24.0,0.0,0.0,2.88,2.430555555555556,8.333333333333334,3.4285714285714284,0.0,0.3999999999999999
Ajuda,2015-07-01,2015,7,2.0,8.0,0.0,0.0,9.0,32.0,0.0,0.0,2.88,3.125,11.11111111111111,3.5555555555555554,0.0,0.2857142857142858
Ajuda,2015-08-01,2015,8,0.0,0.0,0.0,0.0,9.0,32.0,0.0,0.0,2.88,3.125,11.11111111111111,3.5555555555555554,0.0,0.0
Ajuda,2015-09-01,2015,9,2.0,16.0,0.0,0.0,11.0,48.0,0.0,0.0,2.88,3.8194444444444446,16.666666666666668,4.363636363636363,0.0,0.22222222222222232
Ajuda,2015-10-01,2015,10,0.0,0.0,0.0,0.0,11.0,48.0,0.0,0.0,2.88,3.8194444444444446,16.666666666666668,4.363636363636363,0.0,0.0
Ajuda,2015-11-01,2015,11,0.0,0.0,0.0,0.0,11.0,48.0,0.0,0.0,2.88,3.8194444444444446,16.666666666666668,4.363636363636363,0.0,0.0
Ajuda,2015-12-01,2015,12,0.0,0.0,0.0,0.0,11.0,48.0,0.0,0.0,2.88,3.8194444444444446,16.666666666666668,4.363636363636363,0.0,0.0
Ajuda,2016-01-01,2016,1,1.0,4.0,0.0,0.0,12.0,52.0,0.0,0.0,2.88,4.166666666666667,18.055555555555557,4.333333333333333,0.0,0.09090909090909083
Ajuda,2016-02-01,2016,2,0.0,0.0,0.0,0.0,12.0,52.0,0.0,0.0,2.88,4.166666666666667,18.055555555555557,4.333333333333333,0.0,0.0
Ajuda,2016-03-01,2016,3,0.0,0.0,0.0,0.0,12.0,52.0,0.0,0.0,2.88,4.166666666666667,18.055555555555557,4.333333333333333,0.0,0.0
Ajuda,2016-04-01,2016,4,3.0,13.0,0.0,0.0,15.0,65.0,0.0,0.0,2.88,5.208333333333334,22.569444444444446,4.333333333333333,0.0,0.25
Ajuda,2016-05-01,2016,5,1.0,4.0,0.0,0.0,16.0,69.0,0.0,0.0,2.88,5.555555555555555,23.958333333333336,4.3125,0.0,0.06666666666666665
Ajuda,2016-06-01,2016,6,5.0,19.0,0.0,0.0,21.0,88.0,0.0,0.0,2.88,7.291666666666667,30.555555555555557,4.190476190476191,0.0,0.3125
Ajuda,2016-07-01,2016,7,2.0,8.0,0.0,0.0,23.0,96.0,0.0,0.0,2.88,7.986111111111112,33.333333333333336,4.173913043478261,0.0,0.09523809523809534
Ajuda,2016-08-01,2016,8,2.0,12.0,0.0,0.0,25.0,108.0,0.0,0.0,2.88,8.680555555555555,37.5,4.32,0.0,0.08695652173913038
Ajuda,2016-09-01,2016,9,0.0,0.0,0.0,0.0,25.0,108.0,0.0,0.0,2.88,8.680555555555555,37.5,4.32,0.0,0.0
Ajuda,2016-10-01,2016,10,1.0,4.0,0.0,0.0,26.0,112.0,0.0,0.0,2.88,9.027777777777779,38.88888888888889,4.3076923076923075,0.0,0.040000000000000036
Ajuda,2016-11-01,2016,11,0.0,0.0,0.0,0.0,26.0,112.0,0.0,0.0,2.88,9.027777777777779,38.88888888888889,4.3076923076923075,0.0,0.0
Ajuda,2016-12-01,2016,12,3.0,14.0,0.0,0.0,29.0,126.0,0.0,0.0,2.88,10.069444444444445,43.75,4.344827586206897,0.0,0.11538461538461542
Ajuda,2017-01-01,2017,1,1.0,4.0,0.0,0.0,30.0,130.0,0.0,0.0,2.88,10.416666666666668,45.13888888888889,4.333333333333333,0.0,0.034482758620689724
Ajuda,2017-02-01,2017,2,0.0,0.0,0.0,0.0,30.0,130.0,0.0,0.0,2.88,10.416666666666668,45.13888888888889,4.333333333333333,0.0,0.0
Ajuda,2017-03-01,2017,3,2.0,9.0,0.0,0.0,32.0,139.0,0.0,0.0,2.88,11.11111111111111,48.26388888888889,4.34375,0.0,0.06666666666666665
Ajuda,2017-04-01,2017,4,0.0,0.0,0.0,0.0,32.0,139.0,0.0,0.0,2.88,11.11111111111111,48.26388888888889,4.34375,0.0,0.0
Ajuda,2017-05-01,2017,5,4.0,21.0,0.0,0.0,36.0,160.0,0.0,0.0,2.88,12.5,55.55555555555556,4.444444444444445,0.0,0.125
Ajuda,2017-06-01,2017,6,5.0,21.0,0.0,0.0,41.0,181.0,0.0,0.0,2.88,14.236111111111112,62.84722222222222,4.414634146341464,0.0,0.13888888888888884
Ajuda,2017-07-01,2017,7,4.0,18.0,1.0,0.0,45.0,199.0,1.0,0.0,2.88,15.625,69.09722222222223,4.4222222222222225,0.0,0.09756097560975618
Ajuda,2017-08-01,2017,8,3.0,13.0,0.0,0.0,48.0,212.0,1.0,0.0,2.88,16.666666666666668,73.61111111111111,4.416666666666667,0.0,0.06666666666666665
Ajuda,2017-09-01,2017,9,4.0,16.0,0.0,0.0,52.0,228.0,1.0,0.0,2.88,18.055555555555557,79.16666666666667,4.384615384615385,0.0,0.08333333333333326
Ajuda,2017-10-01,2017,10,4.0,20.0,0.0,0.0,56.0,248.0,1.0,0.0,2.88,19.444444444444446,86.11111111111111,4.428571428571429,0.0,0.07692307692307687
Ajuda,2017-11-01,2017,11,1.0,6.0,0.0,0.0,57.0,254.0,1.0,0.0,2.88,19.791666666666668,88.19444444444444,4.456140350877193,0.0,0.017857142857142794
Ajuda,2017-12-01,2017,12,0.0,0.0,0.0,0.0,57.0,254.0,1.0,0.0,2.88,19.791666666666668,88.19444444444444,4.456140350877193,0.0,0.0
Ajuda,2018-01-01,2018,1,4.0,24.0,0.0,0.0,61.0,278.0,1.0,0.0,2.88,21.180555555555557,96.52777777777779,4.557377049180328,0.0,0.07017543859649122
Ajuda,2018-02-01,2018,2,1.0,6.0,0.0,0.0,62.0,284.0,1.0,0.0,2.88,21.52777777777778,98.61111111111111,4.580645161290323,0.0,0.016393442622950838
Ajuda,2018-03-01,2018,3,4.0,20.0,0.0,0.0,66.0,304.0,1.0,0.0,2.88,22.916666666666668,105.55555555555556,4.606060606060606,0.0,0.06451612903225801
Ajuda,2018-04-01,2018,4,0.0,0.0,0.0,0.0,66.0,304.0,1.0,0.0,2.88,22.916666666666668,105.55555555555556,4.606060606060606,0.0,0.0
Ajuda,2018-05-01,2018,5,3.0,16.0,0.0,0.0,69.0,320.0,1.0,0.0,2.88,23.958333333333336,111.11111111111111,4.63768115942029,0.0,0.045454545454545414
Ajuda,2018-06-01,2018,6,6.0,26.0,1.0,0.0,75.0,346.0,2.0,0.0,2.88,26.041666666666668,120.1388888888889,4.613333333333333,0.0,0.08695652173913038
Ajuda,2018-07-01,2018,7,13.0,45.0,1.0,0.0,88.0,391.0,3.0,0.0,2.88,30.555555555555557,135.76388888888889,4.443181818181818,0.0,0.17333333333333334
Ajuda,2018-08-01,2018,8,12.0,63.0,1.0,0.0,100.0,454.0,4.0,0.0,2.88,34.72222222222222,157.63888888888889,4.54,0.0,0.13636363636363646
Ajuda,2018-09-01,2018,9,5.0,29.0,1.0,0.0,105.0,483.0,5.0,0.0,2.88,36.458333333333336,167.70833333333334,4.6,0.0,0.050000000000000044
Ajuda,2018-10-01,2018,10,13.0,59.0,2.0,0.0,118.0,542.0,7.0,0.0,2.88,40.97222222222222,188.19444444444446,4.593220338983051,0.0,0.12380952380952381
Ajuda,2018-11-01,2018,11,4.0,21.0,2.0,0.0,122.0,563.0,9.0,0.0,2.88,42.361111111111114,195.48611111111111,4.614754098360656,0.0,0.03389830508474567
Ajuda,2018-12-01,2018,12,3.0,16.0,2.0,0.0,125.0,579.0,11.0,0.0,2.88,43.40277777777778,201.04166666666669,4.632,0.0,0.024590163934426146
Ajuda,2019-01-01,2019,1,2.0,10.0,1.0,0.0,127.0,589.0,12.0,0.0,2.88,44.09722222222222,204.51388888888889,4.637795275590551,0.0,0.016000000000000014
Ajuda,2019-02-01,2019,2,3.0,14.0,2.0,0.0,130.0,603.0,14.0,0.0,2.88,45.13888888888889,209.375,4.638461538461539,0.0,0.023622047244094446
Ajuda,2019-03-01,2019,3,3.0,18.0,3.0,0.0,133.0,621.0,17.0,0.0,2.88,46.18055555555556,215.625,4.669172932330827,0.0,0.023076923076922995
Ajuda,2019-04-01,2019,4,6.0,34.0,6.0,0.0,139.0,655.0,23.0,0.0,2.88,48.26388888888889,227.43055555555557,4.712230215827338,0.0,0.04511278195488733
Ajuda,2019-05-01,2019,5,3.0,31.0,2.0,0.0,142.0,686.0,25.0,0.0,2.88,49.30555555555556,238.19444444444446,4.830985915492958,0.0,0.021582733812949728
Ajuda,2019-06-01,2019,6,6.0,21.0,5.0,0.0,148.0,707.0,30.0,0.0,2.88,51.38888888888889,245.48611111111111,4.777027027027027,0.0,0.04225352112676051
Ajuda,2019-07-01,2019,7,6.0,30.0,3.0,0.0,154.0,737.0,33.0,0.0,2.88,53.47222222222222,255.9027777777778,4.785714285714286,0.0,0.04054054054054057
Ajuda,2019-08-01,2019,8,6.0,33.0,3.0,0.0,160.0,770.0,36.0,0.0,2.88,55.55555555555556,267.36111111111114,4.8125,0.0,0.03896103896103886
Ajuda,2019-09-01,2019,9,1.0,10.0,1.0,0.0,161.0,780.0,37.0,0.0,2.88,55.90277777777778,270.83333333333337,4.84472049689441,0.0,0.006250000000000089
Ajuda,2019-10-01,2019,10,2.0,13.0,2.0,0.0,163.0,793.0,39.0,0.0,2.88,56.59722222222222,275.34722222222223,4.865030674846626,0.0,0.012422360248447228
Ajuda,2019-11-01,2019,11,3.0,10.0,1.0,0.0,166.0,803.0,40.0,0.0,2.88,57.63888888888889,278.81944444444446,4.837349397590361,0.0,0.018404907975460016
Ajuda,2019-12-01,2019,12,4.0,22.0,4.0,0.0,170.0,825.0,44.0,0.0,2.88,59.02777777777778,286.45833333333337,4.852941176470588,0.0,0.024096385542168752
Ajuda,2020-01-01,2020,1,0.0,0.0,0.0,0.0,170.0,825.0,44.0,0.0,2.88,59.02777777777778,286.45833333333337,4.852941176470588,0.0,0.0
Ajuda,2020-02-01,2020,2,4.0,15.0,2.0,0.0,174.0,840.0,46.0,0.0,2.88,60.41666666666667,291.6666666666667,4.827586206896552,0.0,0.0235294117647058
Ajuda,2020-03-01,2020,3,1.0,4.0,0.0,0.0,175.0,844.0,46.0,0.0,2.88,60.76388888888889,293.05555555555554,4.822857142857143,0.0,0.005747126436781658
Ajuda,2020-04-01,2020,4,0.0,0.0,0.0,0.0,175.0,844.0,46.0,0.0,2.88,60.76388888888889,293.05555555555554,4.822857142857143,0.0,0.0
Ajuda,2020-05-01,2020,5,0.0,0.0,0.0,0.0,175.0,844.0,46.0,0.0,2.88,60.76388888888889,293.05555555555554,4.822857142857143,0.0,0.0
Ajuda,2020-06-01,2020,6,1.0,4.0,1.0,0.0,176.0,848.0,47.0,0.0,2.88,61.111111111111114,294.44444444444446,4.818181818181818,0.0,0.005714285714285783
Ajuda,2020-07-01,2020,7,1.0,6.0,1.0,0.0,177.0,854.0,48.0,0.0,2.88,61.458333333333336,296.52777777777777,4.824858757062147,0.0,0.005681818181818121
Ajuda,2020-08-01,2020,8,1.0,2.0,0.0,0.0,178.0,856.0,48.0,0.0,2.88,61.80555555555556,297.22222222222223,4.808988764044944,0.0,0.005649717514124353
Ajuda,2020-09-01,2020,9,2.0,8.0,2.0,0.0,180.0,864.0,50.0,0.0,2.88,62.5,300.0,4.8,0.0,0.011235955056179803
Ajuda,2020-10-01,2020,10,0.0,0.0,0.0,0.0,180.0,864.0,50.0,0.0,2.88,62.5,300.0,4.8,0.0,0.0
Ajuda,2020-11-01,2020,11,0.0,0.0,0.0,0.0,180.0,864.0,50.0,0.0,2.88,62.5,300.0,4.8,0.0,0.0
Ajuda,2020-12-01,2020,12,0.0,0.0,0.0,0.0,180.0,864.0,50.0,0.0,2.88,62.5,300.0,4.8,0.0,0.0
Ajuda,2021-01-01,2021,1,0.0,0.0,0.0,0.0,180.0,864.0,50.0,0.0,2.88,62.5,300.0,4.8,0.0,0.0
Ajuda,2021-02-01,2021,2,0.0,0.0,0.0,0.0,180.0,864.0,50.0,0.0,2.88,62.5,300.0,4.8,0.0,0.0
Ajuda,2021-03-01,2021,3,1.0,3.0,0.0,0.0,181.0,867.0,50.0,0.0,2.88,62.84722222222222,301.0416666666667,4.790055248618785,0.0,0.005555555555555536
Ajuda,2021-04-01,2021,4,0.0,0.0,0.0,0.0,181.0,867.0,50.0,0.0,2.88,62.84722222222222,301.0416666666667,4.790055248618785,0.0,0.0
Ajuda,2021-05-01,2021,5,1.0,7.0,0.0,0.0,182.0,874.0,50.0,0.0,2.88,63.19444444444445,303.47222222222223,4.802197802197802,0.0,0.005524861878453136
Ajuda,2021-06-01,2021,6,2.0,14.0,1.0,0.0,184.0,888.0,51.0,0.0,2.88,63.88888888888889,308.33333333333337,4.826086956521739,0.0,0.01098901098901095
Ajuda,2021-07-01,2021,7,2.0,12.0,1.0,0.0,186.0,900.0,52.0,0.0,2.88,64.58333333333334,312.5,4.838709677419355,0.0,0.010869565217391353
Ajuda,2021-08-01,2021,8,1.0,3.0,0.0,0.0,187.0,903.0,52.0,0.0,2.88,64.93055555555556,313.5416666666667,4.828877005347594,0.0,0.005376344086021501
Ajuda,2021-09-01,2021,9,4.0,20.0,3.0,0.0,191.0,923.0,55.0,0.0,2.88,66.31944444444444,320.48611111111114,4.832460732984293,0.0,0.021390374331550888
Ajuda,2021-10-01,2021,10,12.0,52.0,7.0,0.0,203.0,975.0,62.0,0.0,2.88,70.48611111111111,338.5416666666667,4.802955665024631,0.0,0.06282722513089012
Ajuda,2021-11-01,2021,11,5.0,28.0,5.0,0.0,208.0,1003.0,67.0,0.0,2.88,72.22222222222223,348.2638888888889,4.822115384615385,0.0,0.024630541871921263
Ajuda,2021-12-01,2021,12,9.0,38.0,8.0,0.0,217.0,1041.0,75.0,0.0,2.88,75.34722222222223,361.45833333333337,4.797235023041475,0.0,0.04326923076923084
Ajuda,2022-01-01,2022,1,13.0,87.0,9.0,0.0,230.0,1128.0,84.0,0.0,2.88,79.86111111111111,391.6666666666667,4.904347826086957,0.0,0.05990783410138256
Ajuda,2022-02-01,2022,2,16.0,82.0,10.0,0.0,246.0,1210.0,94.0,0.0,2.88,85.41666666666667,420.1388888888889,4.91869918699187,0.0,0.06956521739130439
Ajuda,2022-03-01,2022,3,16.0,67.0,3.0,0.0,262.0,1277.0,97.0,0.0,2.88,90.97222222222223,443.40277777777777,4.874045801526718,0.0,0.06504065040650397
Ajuda,2022-04-01,2022,4,8.0,35.0,5.0,0.0,270.0,1312.0,102.0,0.0,2.88,93.75,455.5555555555556,4.859259259259259,0.0,0.03053435114503822
